idx,sents,triples,filename
442,pelayan ramah . dapat dilantai 4 . jadi pr banget turun naik tangga nya .,"[(['pelayan'], ['ramah'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-442.png
443,kurang bersih saja .,[],/kaggle/working/sus-res-type2/figures/figures-443.png
446,"kamar luas dan nyaman , sayang belum termasuk sarapan .","[(['kamar'], ['luas'], 'PO'), (['kamar'], ['nyaman'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-446.png
455,"ukuran kamar standar fasilitas lengkap , sauna , fitnes , kolam air panas dan dingin . staf ramah dapat kamar : kamar mandi licin , sepertinya tempat sabun sampo bocor , tetapi tidak diperbaiki , jadi berbahaya kalau tidak hatihati dikamar mandi . air mengenang dikamar mandi ( jika keluar dari kotak shower ) .","[(['ukuran', 'kamar'], ['standar'], 'PO'), (['fasilitas'], ['lengkap'], 'PO'), (['staf'], ['ramah'], 'PO'), (['kamar', 'mandi'], ['licin'], 'NG'), (['tempat', 'sabun', 'sampo'], ['bocor'], 'NG'), (['tempat', 'sabun', 'sampo'], ['tidak'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-455.png
460,"kamarnya bersih , pelayanan bagus . cuma lampu ada yang mati jadi agak gelap di sekitar tempat tidur . tempat sabun sampo juga tidak berfungsi di kamar mandi . harap ditingkatkan .","[(['kamarnya'], ['bersih'], 'PO'), (['pelayanan'], ['bagus'], 'PO'), (['tempat', 'sabun', 'sampo'], ['tidak', 'berfungsi'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-460.png
462,"sungguh sangat mengecewakan . saya sangat tidak recommended buat menginap di airy room ini . saya menyesal sudah langsung bayar buat 2 malam , karena saya hanya menginap semalam saja karena sudah trauma , dan tidak mendapat solusi apa pun dari pihak hotelnya .",[],/kaggle/working/sus-res-type2/figures/figures-462.png
465,"pelayanannya ramah , malam minggu ada live musicnya , untuk breakfast enak banget dan variatif kurangnya hanya suara dari koridor dan lantai bawah terdengar ke kamar , suara dari kamar lain terdengar jelas banget .","[(['pelayanannya'], ['ramah'], 'PO'), (['breakfast'], ['enak', 'banget'], 'PO'), (['breakfast'], ['variatif'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-465.png
469,lokasi strategis dekat pasar .,"[(['lokasi'], ['strategis'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-469.png
472,"khas airy murah , tetapi banyak bekas bercakbercak di bantal dan kasur . buat tidak nyaman . dengan harga segitu kita juga tidak berharap lebih , tetapi ada baiknya kebesihan yang utama .","[(['airy'], ['murah'], 'PO'), (['bantal'], ['banyak', 'bekas', 'bercakbercak'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-472.png
474,"bersih , seprai wangi , cuma lampu kamarnya yang agak redup ( mungkin biar enak buat bobok x iya ) , over all oke sesuai harga .","[(['seprai'], ['wangi'], 'PO'), (['lampu', 'kamarnya'], ['agak', 'redup'], 'NG'), (['over', 'all'], ['oke'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-474.png
476,dengan budget yang pas dikantong tetapi fasilitas oke lengkap . lokasi kemana mana tetapi macet depan hotel .,"[(['fasilitas'], ['oke', 'lengkap'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-476.png
479,"wifi tidak terhubung , suasana kurang tenang karena ada renovasi di lobi , kamar lebih kecil dari kelihatannya , tidak ada coffee maker di kamar padahal di fotonya ada , ada lalat di kamar dan susah ngeluarinnya karena jendela cuma kaca dan tidak bisa dibuka .","[(['wifi'], ['tidak', 'terhubung'], 'NG'), (['suasana'], ['kurang', 'tenang'], 'NG'), (['suasana'], ['lebih', 'kecil'], 'NG'), (['kamar'], ['lebih', 'kecil'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-479.png
483,jaraknya jauh hotelnya susah dijangkau karena masuk komplrk .,"[(['hotelnya'], ['susah', 'dijangkau'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-483.png
484,kamar no.6 perlu perbaikan pintu kamar mandi . tidak bisa ditutup .,"[(['pintu', 'kamar', 'mandi'], ['tidak', 'bisa', 'ditutup'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-484.png
489,datang langsung ditolak karena miss comunication antara airy dan pemilik tempat tv nya rusak hordeng tidak tertutup rapet kamarnya besar banget air nya kurang panas sedikit kasur nyaman banget ada meja kursi juga buat kerja ada kulkas buat nyimpen makanan dan minuman .,"[(['kamarnya'], ['besar', 'banget'], 'NG'), (['air', 'nya'], ['kurang', 'panas', 'sedikit'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-489.png
491,"jendela kamar tidak bisa tertutup karena tidak ada kunci , jadi banyak nyamuk yang masuk kedalam kamar .","[(['jendela', 'kamar'], ['tidak', 'bisa', 'tertutup'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-491.png
508,"sebenarnya hotel ini dan bagus , tolong lebih di tingkatkan tanggung jawab nya !","[(['hotel'], ['bagus'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-508.png
519,yang paling saya suka ada smoking areanya .,[],/kaggle/working/sus-res-type2/figures/figures-519.png
522,sering mati listrik jika pemanas air dan ac dinyalakan .,"[(['listrik'], ['sering', 'mati'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-522.png
531,perlu adanya pelayanan air minum ( panas dingin ) dengan fasilitas dispenser .,"[(['pelayanan'], ['perlu', 'adanya'], 'PO'), (['fasilitas', 'dispenser'], ['perlu', 'adanya'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-531.png
573,"secara keseluruhan , hotel cukup bersih dengan pelayanan yang baik . namun , mati listrik beberapa kali .","[(['secara', 'keseluruhan'], ['cukup', 'bersih'], 'PO'), (['hotel'], ['cukup', 'bersih'], 'PO'), (['pelayanan'], ['baik'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-573.png
576,"tidak bisa check in lebih dari jam 12 malam , dan tidak ada resepsionis yang jaga .","[(['check'], ['tidak', 'bisa'], 'NG'), (['resepsionis'], ['tidak', 'ada'], 'NG'), (['jaga'], ['tidak', 'ada'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-576.png
579,"kamar lumayan , ac cukupan , kamar mandi ada air agak hangat . cuma sayang di kamar single standar tanpa pemandangan itu tidak ada sinyal hp ( karena di bassement ) dan parah nya lagi sinyal wifi juga tidak sampai . jadi komunikasi luar terputus .","[(['kamar'], ['lumayan'], 'PO'), (['ac'], ['cukupan'], 'PO'), (['air'], ['agak', 'hangat'], 'PO'), (['wifi'], ['tidak', 'sampai'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-579.png
582,"di room nya kurang terminal listrik buat hp , terimakasih .","[(['di', 'room', 'nya'], ['kurang'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-582.png
585,"bersih banget , kamar mandi bersih , kasur tv dan ada snacknya , senang banget menginap disini , bakal jadi langganan .","[(['kamar', 'mandi'], ['bersih'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-585.png
630,"pengalaman menginap yang menggelikan . pesan kamar double dikasih twin . mau sholat juga bingung arahnya , karena di plafon kamarnya tidak ada petunjuk arah kiblat nya .",[],/kaggle/working/sus-res-type2/figures/figures-630.png
631,"tempat bersih , rapi , nyaman , sesuai harga lah pokoknya , cuma wifi di atas tidak ada jadi mau wifian harus ke bawah , overall good .","[(['tempat'], ['bersih'], 'PO'), (['tempat'], ['rapi'], 'PO'), (['tempat'], ['nyaman'], 'PO'), (['wifi'], ['tidak', 'ada'], 'NG'), (['overall'], ['good'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-631.png
657,hotel di area persawahan bagus buat yang mau cari ketenangan . fasilitas lengkap . tetapi masih kotor dan banyak kerak dan debu di kamar dan kamar mandi saya coba maklumi karena sedang ada renovasi .,"[(['fasilitas'], ['lengkap'], 'PO'), (['fasilitas'], ['kotor'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-657.png
658,"sebaiknya handuk di kamar ada 2 , kemarin cuma di kasih 1 handuk .",[],/kaggle/working/sus-res-type2/figures/figures-658.png
659,sayang tidak ada pilihan kamar merokok dan sarapan yang lain oke .,"[(['pilihan', 'kamar'], ['tidak', 'ada'], 'NG'), (['pilihan', 'kamar'], ['merokok'], 'NG'), (['sarapan', 'yang', 'lain'], ['oke'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-659.png
679,jadi pilihan karena akses dari travel bandung jakarta sangat dekat lokasinya dari penginapan ini .,[],/kaggle/working/sus-res-type2/figures/figures-679.png
684,"lumayan karena letaknya ditengah kota dan disediakan makanan ( breakfast ) juga . pegawai hotelnya pun ramah . tetapi untuk kamar tidak terlalu nyaman , pengap dan buat pusing . kamar mandi hotel berbunyi krietkriet sewaktu lantainya diinjak dan sedikit bau .","[(['pegawai', 'hotelnya'], ['ramah'], 'PO'), (['kamar'], ['tidak', 'terlalu', 'nyaman'], 'NG'), (['kamar'], ['pengap'], 'NG'), (['kamar', 'mandi', 'hotel'], ['berbunyi'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-684.png
696,"hotel yang tidak memuaskan , seperti bangunan yang tidak terawat . tidak dapat sunrise meal . kasur tween yang di dijadikan satu menjadi double . tidak dapat perlengkapan mandi ( sabun , sikat gigi dan sampo ) . ac tidak berfungsi dengan baik . tidak ada bantal kecil airy , tidak ada sponsor airy satupun . kamar bau , bed kotor . selang toilet tidak layak pakai .","[(['hotel'], ['tidak', 'memuaskan'], 'NG'), (['perlengkapan', 'mandi'], ['tidak', 'dapat'], 'NG'), (['ac'], ['tidak', 'berfungsi', 'dengan', 'baik'], 'NG'), (['bantal'], ['tidak', 'ada'], 'NG'), (['airy'], ['tidak', 'ada'], 'NG'), (['kamar'], ['bau'], 'NG'), (['selang', 'toilet'], ['tidak', 'layak', 'pakai'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-696.png
697,"mejanya tutup jalan ke lemari jadi sempit , terus pintu kamar mandi tidak bisa ditutup , sarapan alakadarnya tetapi bersih dan nyaman hotelnya serta pelayan yang ramah .","[(['pintu', 'kamar', 'mandi'], ['tidak', 'bisa', 'ditutup'], 'NG'), (['sarapan'], ['bersih'], 'PO'), (['pelayan'], ['ramah'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-697.png
707,"ada kejutan snack , menarik juga . sayangnya bedcover tampak nodanoda .","[(['kejutan', 'snack'], ['menarik'], 'PO'), (['bedcover'], ['tampak', 'nodanoda'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-707.png
717,"kamarnya nyaman tetapi di lantailantai tidak kena wifi , dan sedikit kurang friendly . breakfastnya enak . yang double recommeded kalau ada wifinya .","[(['kamarnya'], ['nyaman'], 'PO'), (['wifi'], ['tidak', 'kena'], 'NG'), (['wifi'], ['sedikit', 'kurang', 'friendly'], 'NG'), (['breakfastnya'], ['enak'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-717.png
719,"alhamdulillah , terimakasih banyak airy nusa dua alam bali : ) suasana yang tenang dan rindang , dipadu dengan budaya bali , sangat menentramkan hati . plus bersih , pelayanan juga ramah dan fast respons . recommended : ) .","[(['suasana'], ['tenang'], 'PO'), (['suasana'], ['rindang'], 'PO'), (['suasana'], ['sangat', 'menentramkan'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-719.png
751,"pelayanannya sudah bagus , cuma kurang pengharum ruangan saja .","[(['pelayanannya'], ['bagus'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-751.png
778,"kamar bersih , banyak tempat makan , hanya minus parkir mobil saja yang sempit .","[(['kamar'], ['bersih'], 'PO'), (['tempat', 'makan'], ['banyak'], 'PO'), (['parkir', 'mobil'], ['sempit'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-778.png
780,"enak , nyaman serta terjangkau tarifnya untuk menengah kebawah .",[],/kaggle/working/sus-res-type2/figures/figures-780.png
785,tempatnya nyaman . tenang . cuma kurang ada cermin nya saja . semuanya goodlah .,"[(['tempatnya'], ['nyaman'], 'PO'), (['tempatnya'], ['tenang'], 'PO'), (['semuanya'], ['goodlah'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-785.png
794,"ketika saya ada masalah dengan ac kamar , dengan cepat pihak hotel mengganti kamar yang lebih baik .",[],/kaggle/working/sus-res-type2/figures/figures-794.png
795,saya baru di infokan kalau tidak ada parkir setelah sudah sampai .,[],/kaggle/working/sus-res-type2/figures/figures-795.png
842,"room tidak sesuai gambar . lampu kamarnya redup , kamar mandi juga redup lampunya . wifinya tidak bisa . dan kamarnya pengap .","[(['room'], ['tidak', 'sesuai', 'gambar'], 'NG'), (['lampu', 'kamarnya'], ['redup'], 'NG'), (['wifinya'], ['tidak', 'bisa'], 'NG'), (['kamarnya'], ['pengap'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-842.png
850,kamar tidak sesuai yang di foto . tidak ada air panas . banyak banget nyamuk kamar nya . cemilan tidak di kasih lagi di hari kedua . kain seprai dan selimut kurang bersih .,"[(['kamar'], ['tidak', 'sesuai'], 'NG'), (['air', 'panas'], ['tidak', 'ada'], 'NG'), (['kain', 'seprai'], ['kurang', 'bersih'], 'NG'), (['selimut'], ['kurang', 'bersih'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-850.png
862,"sangat luar biasa memuaskan servisnya ! dapat snack cumacuma ( benkbenk dan malkis serta air mineral ) . kebutuhan kamar mandi juga dipenuhi seperti sabun cair , sikat gigi , dan pasta gigi ) ruangannya nyaman ber ac dan rapi . dapat discont lagi . cuma bayar kamar hotel 135ribu tetapi fasilitasnya memuaskan .","[(['snack'], ['dapat'], 'PO'), (['ruangannya'], ['nyaman'], 'PO'), (['fasilitasnya'], ['memuaskan'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-862.png
867,tingkatkan kebersihan kamar dan kamar mandi .,"[(['kamar'], ['tingkatkan', 'kebersihan'], 'NG'), (['kamar', 'mandi'], ['tingkatkan', 'kebersihan'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-867.png
881,"ac kurang dingin . pencahayaan kurang karena lampu kamar cuma 2 dan remangremang . banyak nyamuk , sarang labalaba di langitlangit kamar dan toilet . handuk kotor ada bekas karatan . kamar dan toilet baunya apek . tidak ada aroma hrum sedikitpun dalam kamar . yah sesuai harga .","[(['ac'], ['kurang', 'dingin'], 'NG'), (['pencahayaan'], ['kurang'], 'NG'), (['pencahayaan'], ['remangremang'], 'NG'), (['pencahayaan'], ['banyak', 'nyamuk'], 'NG'), (['lampu', 'kamar'], ['remangremang'], 'NG'), (['lampu', 'kamar'], ['banyak', 'nyamuk'], 'NG'), (['handuk'], ['kotor'], 'NG'), (['kamar'], ['baunya', 'apek'], 'NG'), (['toilet'], ['baunya', 'apek'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-881.png
888,"kamar nya bagus banget , nyaman cuma satu yang buat kecewa dan tidak suka yaitu orang yang menunggu / cs nya alias pelayan nya tidak ramah sama sekali . cuma ngeliatin seperti orang judes . terus tertawa tertawa buat tamu tidak nyaman . tolong diperbaiki buat cs / pelayan mbak mbaknya . terimakasih .","[(['kamar', 'nya'], ['bagus', 'banget'], 'PO'), (['kamar', 'nya'], ['nyaman'], 'PO'), (['pelayan', 'nya'], ['tidak', 'ramah'], 'NG'), (['cs'], ['tolong', 'diperbaiki'], 'NG'), (['pelayan'], ['tolong', 'diperbaiki'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-888.png
908,"gila ! dengan harga segitu di airly sudah dapetin semuanya nyaman , bersih , sudah tersedia dari perlengkapan mandi sehingga minuman dan snack . ( maafin norak iya he karena saya pertama kali menggunakan jasa airy rooms ) .","[(['semuanya'], ['nyaman'], 'PO'), (['semuanya'], ['bersih'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-908.png
910,"pemilik seperti tidak tahu dan tidak kuasai aplikasi airy , kamar airynya paling ujung , tidak dikasih minum+snack gratis dari airy , shower tidak ada yang panas . lokasi strategis , kamar lumayan . mikirmikir kalau mau ngulang inap disini .","[(['pemilik'], ['tidak', 'tahu'], 'NG'), (['minum+snack'], ['tidak', 'dikasih'], 'NG'), (['lokasi'], ['strategis'], 'PO'), (['kamar'], ['lumayan'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-910.png
925,"kamar oke harga oke , memuaskan dengan harga murah bisa dapat semua fasilitas , dapat sarapan juga ! mantabb .","[(['kamar'], ['oke'], 'PO'), (['harga'], ['oke'], 'PO'), (['harga'], ['memuaskan'], 'PO'), (['harga'], ['murah'], 'PO'), (['fasilitas'], ['dapat'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-925.png
927,baik dan asyik tempat nya .,"[(['tempat', 'nya'], ['asyik'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-927.png
930,worth it . sesuai dengan harga . sayang ac nya kurang dingin . keseluruhan sudah baik .,"[(['ac', 'nya'], ['kurang', 'dingin'], 'NG'), (['keseluruhan'], ['baik'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-930.png
944,kamar asal dan tidak ada logo airy .,[],/kaggle/working/sus-res-type2/figures/figures-944.png
945,"kamar dan kamar mandi bersih , ac dingin , lokasi strategis , kamar selalu dirapikan , disediakan handuk bersih , air minum , dan snack .","[(['kamar'], ['bersih'], 'PO'), (['kamar', 'mandi'], ['bersih'], 'PO'), (['ac'], ['dingin'], 'PO'), (['lokasi'], ['strategis'], 'PO'), (['handuk'], ['disediakan'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-945.png
956,bersih banget . tetapi sayang tidak ada smoking room dan smoking area .,"[(['smoking', 'room'], ['tidak', 'ada'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-956.png
961,"interior room keren , room bersih , hallway kotor bekas makanan tidak diangkat . kalau yang penakut agak seram pemandangan kuburan . breakfast biasa saja . dekat ke kota tetapi super macet di jam sibuk .","[(['interior', 'room'], ['keren'], 'PO'), (['room'], ['bersih'], 'PO'), (['hallway'], ['kotor'], 'NG'), (['breakfast'], ['biasa', 'saja'], 'NT')]",/kaggle/working/sus-res-type2/figures/figures-961.png
973,"pelayanannya baik dan ramah , ada parkir kendaraan . lokasinya asri dan tenang , dekat dengan warung , minimarket , dsb. fasilitas sudah oke , sesuai dengan harga yang ditawarkan . kekurangannya hanya masalah nyamuk yang banyak di dalam kamar .","[(['pelayanannya'], ['baik'], 'PO'), (['pelayanannya'], ['ramah'], 'PO'), (['parkir', 'kendaraan'], ['ada'], 'PO'), (['lokasinya'], ['asri'], 'PO'), (['lokasinya'], ['tenang'], 'PO'), (['fasilitas'], ['oke'], 'PO')]",/kaggle/working/sus-res-type2/figures/figures-973.png
996,buat lakilaki dan perempuan yang belum menikah juga boleh satu kamar . dan sayang tidak dapat voucher breakfast dengan pemesanan kamar seharga 227000 .,"[(['breakfast'], ['tidak', 'dapat'], 'NG')]",/kaggle/working/sus-res-type2/figures/figures-996.png
