idx,sents,labels,checkpoint
1163,"['saya', 'harus', 'berjalan', 'kaki', 'sangat', 'jauh', 'karena', 'nebeng', 'parkir', 'di', 'gedung', 'lain', '.']",[],TRUE
1171,"['lumayan', 'lah', 'untuk', 'penginapan', 'saja', ',', 'oke', 'punya', '.']","[([-1], [0], 'POS'), ([-1], [6], 'POS')]",FALSE
1185,"['shower', 'nya', 'salah', 'warna', 'yang', 'dingin', 'jadi', 'panas', ',', 'yang', 'panas', 'jadi', 'dingin', '.']",[],TRUE
1192,"['selalu', 'suka', 'menginap', 'disini', '.']","[([-1], [1], 'POS')]",FALSE
1208,"['housekeeping', 'lebih', 'sering', 'melap', 'furniture', 'nya', 'saja', 'supaya', 'kamar', 'jadi', 'lebih', 'baik', '.']",[],TRUE
1213,"['banyak', 'serangga', ',', 'akhirnya', 'harus', 'pindah', 'ke', 'deluxe', '.']","[([-1], [0, 1], 'NEG')]",FALSE
1214,"['nyaman', 'banget', ',', 'sepi', ',', 'dekat', 'kota', 'dan', 'mall', '.']","[([-1], [0, 1], 'POS')]",FALSE
1218,"['kurang', 'cocok', 'untuk', 'keluarga', ',', 'lantai', 'bawah', 'dekat', 'dengan', 'toilet', ',', 'sehingga', 'kurang', 'nyaman', '.']","[([-1], [0, 1], 'NEG'), ([-1], [12, 13], 'NEG')]",FALSE
1223,"['tidak', 'bisa', 'bawa', 'anak', ',', 'hanya', '2', 'orang', 'yang', 'boleh', 'inap', '.']",[],TRUE
1226,"['untuk', 'yang', 'membawa', 'kendaraan', 'roda', 'dua', 'ada', 'parkiran', 'sendiri', 'yang', 'dibatasi', 'pagar', '.']",[],TRUE
1228,"['saat', 'itu', 'saya', 'bawa', '2', 'bayi', '.', 'jadi', 'keluar', 'hotel', 'hanya', 'untuk', 'ke', 'jatimpark', 'saja', '.']",[],TRUE
1233,"['sangat', 'baik', '.', 'semua', 'fasilitas', 'yang', 'dijanjikan', 'ada', '.']","[([-1], [0, 1], 'POS')]",FALSE
1255,"['tidak', 'diingatkan', 'pengembalian', 'uang', 'deposit', 'pada', 'saat', 'check', 'out', '.']",[],TRUE
1256,"['bersih', 'dan', 'sepi', 'hening', '.', 'cocok', 'untuk', 'istirahat', '.']","[([-1], [0], 'POS'), ([-1], [2,3], 'POS')]",FALSE
1257,"['nyaman', 'dan', 'tenang', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS')]",FALSE
1259,"['murah', ',', 'nyaman', 'dan', 'dekat', 'kemana', 'mana', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS')]",FALSE
1266,"['sangat', 'menyenangkan', 'bersih', 'dan', 'nyaman', '.']","[([-1], [0, 1], 'POS'), ([-1], [2], 'POS'), ([-1], [4], 'POS')]",FALSE
1270,"['baik', ',', 'ramah', ',', 'bersih', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS'), ([-1], [4], 'POS')]",FALSE
1271,"['kecewa', 'berat', 'dengan', 'pihak', 'airy', 'yang', 'tidak', 'sesuai', '.', 'saya', 'sudah', 'booking', 'dan', 'bayar', '.', 'tiba', 'saya', 'di', 'hotel', 'karena', 'saya', 'tidak', '1', 'kota', 'di', 'tempat', 'saya', 'ingin', 'menginap', '.', 'mengapa', 'kamar', 'saya', 'bahkan', 'di', 'jual', '.', 'dan', 'saya', 'ingin', 'uang', 'saya', 'kembali', '.']","[([-1], [0, 1], 'NEG')]",FALSE
1274,"['dekat', 'dengan', 'kawasan', 'kuliner', ',', 'saat', 'masuk', 'ke', 'lokasi', 'harus', 'masuk', 'melalui', 'rumah', 'makan', 'dan', 'naik', 'ke', 'lanta', '.']",[],TRUE
1277,"['buat', 'saya', 'ini', 'yang', 'kedua', 'kali', 'bermlm', 'di', 'hotel', 'citi', 'smart', 'gatsu', '.', 'terimakasih', '.']",[],TRUE
1280,"['sencond', 'time', 'menginap', 'disini', '.', 'dan', 'pasti', 'bakal', 'balik', 'lagi', ':', ')', '.']",[],TRUE
1300,"['sudah', 'berkali', 'kali', 'menginap', 'disini', 'dan', 'tidak', 'pernah', 'kecewa', '.']","[([-1], [6, 7, 8], 'POS')]",FALSE
1304,"['nyaman', 'bersih', ',', 'dan', 'dekat', 'dengan', 'pusat', 'kota', '.']","[([-1], [0], 'POS'), ([-1], [1], 'POS')]",FALSE
1305,"['cukup', 'baik', 'untuk', 'airy', 'eco', '.']","[([-1], [0, 1], 'POS')]",FALSE
1308,"['bagus', '.', 'bersih', '.', 'tenang', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS'), ([-1], [4], 'POS')]",FALSE
1314,"['super', 'sekali', '.']","[([-1], [0, 1], 'POS')]",FALSE
1335,"['direkomendasikan', 'untuk', 'kelas', 'budget', '.']","[([-1], [0], 'POS')]",FALSE
1336,"['pas', 'banget', 'buat', 'liburan', ',', 'kmna', 'dekat', '.']","[([-1], [0, 1], 'POS')]",FALSE
1355,"['enak', 'banget', 'nyaman', ',', 'feels', 'like', 'home', '.']","[([-1], [0, 1], 'POS'), ([-1], [2], 'POS')]",FALSE
1359,"['lokasi', 'dekat', 'malioboro', 'dan', 'tugu', 'jogja', '.']",[],TRUE
1367,"['reservasi', 'dari', 'aplikasi', ',', 'sungguh', 'menjebak', '.', 'saya', 'input', 'tanggal', 'yang', 'benar', ',', 'tetapi', 'ketika', 'searching', 'masih', 'menggunakan', 'tanggal', 'hari', 'ini', '.', 'saya', 'telepon', 'pihak', 'hotel', 'dan', 'cs', 'keduanya', 'tidak', 'mau', 'tahu', '.', 'padahal', 'saya', 'ingin', 'menginap', 'dihotel', 'ini', '.', 'pertama', 'kali', 'pakai', 'aplikasi', 'airy', ',', 'langsung', 'mengecewakan', '.']","[([-1], [47], 'NEG')]",FALSE
1369,"['so', 'far', 'so', 'good', ',', 'hanya', 'kurang', 'petunjuk', 'kiblat', 'saja', '.']",[],TRUE
1390,"['ekonomis', ',', 'dekat', 'ke', 'plaza', 'semanggi', ',', 'dekat', 'ke', 'jalan', 'tol', ',', 'dekat', 'ke', 'pasar', 'benhil', '.']","[([-1], [0], 'POS')]",FALSE
1392,"['dekat', 'tempat', 'jajanan', '.', 'pokoknya', 'nyaman', 'deh', '.']","[([-1], [5], 'POS')]",FALSE
1400,"['menginap', 'ke', '3', 'kalinya', '.', 'karena', 'dipusat', 'kota', '.']",[],TRUE
1403,"['memuaaskan', 'bersih', ',', 'nyaman', ',', 'murah', 'dan', 'ke', 'bandara', 'tinggal', 'jalan', 'kaki', '.']","[([-1], [0], 'POS'), ([-1], [1], 'POS'), ([-1], [3], 'POS'), ([-1], [5], 'POS')]",FALSE
1410,"['lampu', 'di', 'atas', 'ranjang', 'lepas', 'kena', 'jidat', 'saya', ',', 'makanannya', 'kenapa', 'dibedakan', 'antara', 'yang', 'saur', 'dan', 'tidak', ',', 'yang', 'saur', 'dikasih', 'prasmanan', ',', 'yang', 'tidak', 'saur', 'dikasih', 'piring', 'terbang', '.']",[],TRUE
1411,"['baguus', 'banget', '.', 'sesuai', 'sama', 'yang', 'difoto', '.']","[([-1], [0, 1], 'POS'), ([-1], [3], 'POS')]",FALSE
1420,"['bersih', ',', 'ramah', 'gratis', 'ke', 'bandara', ',', 'senang', 'deh', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS')]",FALSE
1425,"['dapat', 'potongan', 'harga', 'dari', 'airy', ',', 'terimakasih', 'airy', '.']",[],TRUE
1443,"['datang', 'sampai', 'bandung', 'sekitar', 'jam', '12', 'malam', '.', 'ternyata', 'pas', 'ketempat', 'ini', ',', 'gerbang', 'di', 'kunci', ',', 'nmer', 'tlfon', 'tidak', '.']",[],TRUE
1445,"['sedikit', 'saran', 'mohon', 'pihak', 'management', 'prepare', 'genset', '.']",[],TRUE
1452,"['recommended', 'buat', 'traveler', 'yang', 'mau', 'inap', 'di', 'tengah', 'kota', 'dengan', 'kalau', 'cost', 'price', '.']","[([-1], [0], 'POS')]",FALSE
1465,"['kalau', 'minta', 'buku', 'nikah', 'itu', 'di', 'awal', 'ketika', 'check', 'in', ',', 'bukan', 'tengah', 'malam', '.']",[],TRUE
1467,"['baik', ',', 'aman', 'dan', 'nyaman', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS'), ([-1], [4], 'POS')]",FALSE
1486,"['kumuh', 'dan', 'kotor', ',', 'kurang', 'terawat', '.']","[([-1], [0], 'NEG'), ([-1], [2], 'NEG'), ([-1], [4, 5], 'NEG')]",FALSE
1491,"['bau', 'pesing', '.', 'tolong', 'di', 'perhatikan', '.', 'kotor', 'juga', '.']","[([-1], [0, 1], 'NEG'), ([-1], [7], 'NEG')]",FALSE
1496,"['bagus', ',', 'keren', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS')]",FALSE
1510,"['smoking', 'area', 'ditambah', 'lebih', 'baik', 'lagi', 'untuk', 'paling', 'atas', ',', 'terimakasih', 'airyrooms', 'sucses', 'ahmad', 'r', '.']",[],TRUE
1512,"['pengharum', 'ruangan', '.']",[],TRUE
1514,"['hotelnya', 'dekat', 'banget', ',', 'sama', 'tempat', 'tempat', 'wisata', 'dalam', 'kota', '.']",[],TRUE
1515,"['kotor', '.']","[([-1], [0], 'NEG')]",FALSE
1516,"['sebenarnya', 'saya', 'tidak', 'tahu', 'menyenangkan', 'apa', 'tidak', ',', 'tetapi', 'sejauh', 'ini', 'tidak', 'ada', 'keluhan', 'dari', 'orang', 'tua', 'saya', 'yang', 'menginap', 'di', 'tempat', 'ini', ':', ')', '.']",[],TRUE
1519,"['sangat', 'memuaskan', 'saya', 'senang', 'sekali', 'menginap', 'disini', '.']","[([-1], [0, 1], 'POS'), ([-1], [3, 4], 'POS')]",FALSE
1523,"['sayang', 'deh', 'sudah', 'tidak', 'ada', 'promo', 'itu', 'lagi', 'sekarang', ':', '(', 'so', 'far', 'dibandingkan', 'aplikasi', 'sejenis', 'airy', 'lebih', 'unggul', 'sih', '.']",[],TRUE
1524,"['tempat', 'makan', 'banyak', '.']",[],TRUE
1525,"['nyaman', ',', 'bersih', ',', 'dan', 'murah', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS'), ([-1], [5], 'POS')]",FALSE
1533,"['pesanan', 'hangus', 'sebelum', 'check', 'in', '.']",[],TRUE
1540,"['hotel', 'yang', 'sangat', 'mengerti', 'kebutuhan', 'tamu', 'yang', 'akan', 'transit', 'kebatam', ',', '.']",[],TRUE
1542,"['lumayan', 'oke', 'lah', 'buat', 'traveller', '.']","[([-1], [0, 1], 'POS')]",FALSE
1548,"['waktu', 'itu', 'terpaksa', 'menginap', 'di', 'sini', 'tidak', 'bisa', 'bapak', '.']",[],TRUE
1550,"['telepon', 'bantuan', 'di', 'nomor', 'yang', 'diberikan', 'tidak', 'diangkat', '.', 'turun', 'ke', 'keamanan', 'diminta', 'bayar', 'token', 'listriknya', 'untuk', 'dinyalakan', 'kembali', '.', 'setelah', 'keluhan', 'akhirnya', 'pihak', 'marketing', 'yang', 'menyalakan', 'kembali', '.', 'all', 'in', 'all', 'mengecewakan', '.']","[([-1], [32], 'NEG')]",FALSE
1558,"['enaakkmuraahh', 'dan', 'baguss', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS')]",FALSE
1559,"['nyaman', '.', 'hampir', 'sempurna', '.']","[([-1], [0], 'POS'), ([-1], [2, 3], 'POS')]",FALSE
1571,"['rekomen', 'banget', 'di', 'hotel', 'ini', ',', 'bersih', 'dan', 'nyaman', '.']","[([-1], [0, 1], 'POS'), ([-1], [6], 'POS'), ([-1], [8], 'POS')]",FALSE
1575,"['nyaman', 'pokoknya', '.', 'kalau', 'ke', 'bangka', 'ingin', 'menginap', 'disini', 'lagi', '.']","[([-1], [0], 'POS')]",FALSE
1577,"['baik', 'sangat', 'nyaman', 'sekali', '.', 'promo', 'di', 'airi', 'menyenangkan', '.']","[([-1], [1,2,3], 'POS')]",FALSE
1587,"['airy', 'progo', 'adalah', 'bangunan', 'yang', 'sama', 'dengan', 'hotel', 'progo', '.', 'sedang', 'renovasi', 'sehingga', 'berisik', '.', 'breakfast', 'siap', 'jam', '7', ',', 'tidak', 'ada', 'perlakuan', 'khusus', 'jika', 'check', 'out', 'seblm', 'breakfast', '.', 'termasuk', 'kami', 'yang', 'harus', 'segera', 'brkt', 'seblm', 'jam', '6pagi', '.']",[],TRUE
1594,"['ada', 'renovasi', 'gedebak', 'gedebuk', ',', 'buat', 'tidak', 'bisa', 'tidur', '.', 'tidak', 'bisa', 'istirahat', '.']",[],TRUE
1596,"['nyaman', ',', 'bersih', '.', 'semoga', 'cepat', 'selesai', 'renovasinya', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS')]",FALSE
1597,"['baik', '.', 'hanya', 'saja', 'di', 'kamar', 'saya', 'terdapat', 'senyum', 'sehingga', 'breakfast', 'mealnya', 'tidak', 'dapat', 'saya', 'makan', '.']",[],TRUE
1603,"['ketika', 'datang', 'airy', 'nya', 'belum', 'disiapkan', ',', 'sampai', 'checkout', 'juga', 'belum', 'dikasih', 'fasilitas', 'airynya', '.']",[],TRUE
1618,"['orangorangnya', 'ramah', 'next', 'kesini', 'lagi', '.']",[],TRUE
1636,"['aman', 'dan', 'nyaman', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS')]",FALSE
1640,"['agak', 'seram', 'iya', '.', 'banyak', 'gbrgbr', 'anehaneh', '.', 'gelapgelap', '.', 'tidak', 'bisa', 'tidur', 'semlman', '.']","[([-1], [0, 1], 'NEG'), ([-1], [8], 'NEG')]",FALSE
1644,"['bagus', '.', 'bersih', '.', 'nyaman', '.', 'sore', 'nya', 'keliling', 'naik', 'becak', 'yang', 'ada', 'di', 'depan', 'penginapan', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS'), ([-1], [4], 'POS')]",FALSE
1647,"['alamat', 'tidak', 'ktemu', '.', 'di', 'telepon', 'tidak', 'direspon', '.', 'merugikan', '!']",[],TRUE
1651,"['murah', 'recommended', 'booking', 'pakai', 'airy', 'jauh', 'lebih', 'murah', '.']","[([-1], [0], 'POS'), ([-1], [1], 'POS')]",FALSE
1655,"['tidak', 'sesuai', 'foto', 'terlalu', 'brusik', 'dari', 'luar', '.']","[([-1], [0, 1, 2], 'NEG'), ([-1], [3, 4], 'NEG')]",FALSE
1657,"['sarapan', 'pagi', 'menu', 'gudek', 'khas', 'yogyakarta', '.']",[],TRUE
1671,"['nyaman', 'bersih', 'dan', 'luar', 'biasa', '.', 'pelayanan', 'lebih', 'dari', 'hotel', '.']","[([-1], [0, 1], 'POS'), ([-1], [3, 4], 'POS')]",FALSE
1680,"['3', 'malam', '3x', 'pindah', '.', 'disini', 'paling', 'nyaman', '.']","[([-1], [6, 7], 'POS')]",FALSE
1681,"['bagus', ',', 'tetapi', 'lebih', 'nyaman', 'kalau', 'ac', 'tidak', 'terlalu', 'jauh', 'apalagi', 'terbatas', 'tembok', '.']",[],TRUE
1684,"['bersih', 'dan', 'nyaman', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS')]",FALSE
1686,"['berisik', 'sekali', 'mengganggu', 'tamu', 'yang', 'menginap', '.', 'mohon', 'perbaikan', '.', 'terimakasih', '.']","[([-1], [0, 1], 'NEG')]",FALSE
1687,"['resepsionis', 'tengah', 'malam', 'itu', 'mengambil', 'charge', 'dan', 'disimpan', 'ke', 'kantong', 'sendiri', 'kayaknya', '.', 'bahkan', 'kita', 'sampesampe', 'pada', 'ngantuk', 'bahkan', 'ribet', 'prosesnya', '.']",[],TRUE
1696,"['recommended', 'buat', 'traveling', 'dan', 'transit', '.']","[([-1], [0], 'POS')]",FALSE
1703,"['mantap', 'sangat', '.']","[([-1], [0, 1], 'POS')]",FALSE
1704,"['bersih', 'nyaman', '.']","[([-1], [0, 1], 'POS')]",FALSE
1710,"['nyaman', 'dan', 'bersih', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS')]",FALSE
1715,"['bingung', 'sampai', 'mutermuter', 'cari', 'airy', 'hotel', 'nya', '.', 'telepon', 'pelayanan', 'nya', ',', 'terlalu', 'banyak', 'pertanyaan', 'yang', 'harus', 'dijawab', 'hanya', 'untuk', 'tahu', 'alamat', 'airy', 'yang', 'sebenarnya', '.', 'aneh', 'satu', 'alamat', 'terdapat', 'dua', 'hotel', '.']",[],TRUE
1719,"['bersih', ',', 'enak', 'dan', 'nyaman', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS'), ([-1], [4], 'POS')]",FALSE
1725,"['bagus', '.', 'recommended', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS')]",FALSE
1728,"['keren', 'banget', '.', 'mau', 'singgah', 'lagi', '.']","[([-1], [0, 1], 'POS')]",FALSE
1730,"['baik', ',', 'bersih', 'dan', 'ramah', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS'), ([-1], [4], 'POS')]",FALSE
1734,"['klau', 'bisa', 'nanti', 'bisa', 'disiapkan', 'sarapan', 'pagi', '.']",[],TRUE
1744,"['sesuai', 'dengan', 'janji', ',', 'rekomended', '.']","[([-1], [4], 'POS')]",FALSE
1746,"['pas', 'banget', 'buat', 'kelas', 'seperti', 'saya', ',', 'pas', 'di', 'dompet', 'harganya', '.']","[([-1], [0, 1], 'POS')]",FALSE
1749,"['menginap', '4', 'hari', 'disini', 'sangat', 'menyenangkan', '.']","[([-1], [4, 5], 'POS')]",FALSE
1751,"['bersih', 'nyaman', 'dan', 'bersahabat', '.']","[([-1], [0, 1], 'POS'), ([-1], [3], 'POS')]",FALSE
1755,"['so', 'far', 'good', '.', 'terimakasih', 'airy', '.']","[([-1], [0, 1, 2], 'NEU')]",FALSE
1759,"['lokasi', 'di', 'perumahan', 'dan', 'pojok', 'sekali', ',', 'tetapi', 'daerah', 'itu', 'cukup', 'oke', 'untuk', 'yang', 'mau', 'ke', 'jalan', 'namanama', 'gunung', 'di', 'malang', 'karena', 'dekat', '.']",[],TRUE
1761,"['saya', 'tidak', 'sampai', 'semalam', 'hanya', 'singgah', 'saja', 'tetapi', 'memuaskan', '.']","[([-1], [8], 'POS')]",FALSE
1762,"['sangat', 'menyenangkan', '.']","[([-1], [0, 1], 'POS')]",FALSE
1763,"['tetap', 'baik', 'dan', 'nyaman', '.', 'semoga', 'terus', 'berinovasi', '.']","[([-1], [1], 'POS'), ([-1], [3], 'POS')]",FALSE
1778,"['lumayan', 'asyik', '.']","[([-1], [0, 1], 'POS')]",FALSE
1780,"['dekat', 'dengan', 'bandara', ',', 'walaupun', 'sedikit', 'sempit', 'dan', 'harus', 'naik', 'tangga', 'kalau', 'mau', 'ke', 'kasur', 'tetapi', 'untuk', 'yang', 'niatnya', 'cuma', 'transit', 'sudah', 'cukup', 'memadai', '.', 'tombol', 'lampu', 'sebaiknya', 'dipindah', 'di', 'dekat', 'kasur', 'saja', 'supaya', 'gampang', 'diakses', '.']","[([-1], [5, 6], 'NEG'), ([-1], [22, 23], 'NEU')]",FALSE
1787,"['taman', 'belakangnya', 'juga', 'buat', 'betah', '.']",[],TRUE
1788,"['sangat', 'puas', '.', 'terbaik', '.']","[([-1], [0, 1], 'POS'), ([-1], [3], 'POS')]",FALSE
1791,"['dengan', 'budget', 'segitu', 'sudah', 'dangat', 'bagus', '.']","[([-1], [4, 5], 'POS')]",FALSE
1792,"['mau', 'lanjut', 'mkm', 'ini', 'bagaimana', 'cara', '.']",[],TRUE
1796,"['lokasi', 'agak', 'kedalam', '.', 'tidak', 'ada', 'tanda', 'tanda', 'di', 'jalan', 'besar', 'sehingga', 'menyulitkan', 'pencarian', '.']",[],TRUE
1797,"['bersih', 'dan', 'rapi', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS')]",FALSE
1809,"['lumayan', 'lah', '.', 'sesuai', 'harga', '.', 'tetapi', 'jauh', 'tmpatnya', '.']","[([-1], [0], 'POS'), ([-1], [3, 4], 'POS')]",FALSE
1815,"['ini', 'merupakan', 'kali', 'ke', '3', 'kami', 'menginap', 'di', 'hotel', 'ini', '.', 'semakin', 'lama', 'semakin', 'bagus', '.']",[],TRUE
1827,"['air', 'minum', 'cuma', 'di', 'kasi', 'waktu', 'pertama', 'datang', '.', 'padahal', 'menginap', '7', 'malam', '.', 'cuma', 'hari', 'terakhir', 'di', 'minta', '.']",[],TRUE
1828,"['lumayan', 'buat', 'istirahat', 'sesaat', '.', 'terimakasih', '.']",[],TRUE
1830,"['wifi', 'di', 'lantai', '3', ',', 'sedang', 'dalam', 'perbaikan', '.', 'mohon', 'secepatnya', 'bisa', 'selesai', '.', 'harapan', 'kami', ',', 'ketika', 'kembali', 'menginap', 'wifi', 'sdah', 'bisa', 'digunakan', '.', 'terimakasih', '.']",[],TRUE
1841,"['ramah', ',', 'baik', '.', 'enak', 'pokoknya', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS'), ([-1], [4], 'POS')]",FALSE
1843,"['terimakasih', 'barang', 'aaya', 'merasa', 'puas', '.']",[],TRUE
1844,"['saya', 'rasa', 'terlalu', 'banyak', 'kalau', 'deposit', 'nya', 'rp.100.000', '.', 'hotel', 'lain', 'ratarata', 'cuma', 'rp.50.000', '.']",[],TRUE
1845,"['sangat', 'nyaman', '.']","[([-1], [0, 1], 'POS')]",FALSE
1848,"['agak', 'berbeda', 'dengan', 'kamar', 'biasa', ',', 'souvernir', 'makanan', 'ringan', 'di', 'kamar', 'sampai', 'perlengkapan', 'toilet', 'khusus', 'dari', 'airy', '.', 'tidak', 'nyesal', 'milih', 'hotel', 'dengan', 'airy', 'room', '.', 'murah', 'tetapi', 'juga', 'sangat', 'memuaskan', '.', 'next', 'pasti', 'akan', 'pakai', 'airy', 'room', 'lagi', '.']",[],TRUE
1853,"['kecewa', 'banget', '.']","[([-1], [0, 1], 'NEG')]",FALSE
1860,"['ada', 'harga', 'ada', 'kualitas', ',', 'airy', 'oke', 'lah', 'pokoknya', '.']",[],TRUE
1868,"['nyaman', 'dan', 'bersih', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS')]",FALSE
1869,"['disuruh', 'denda', '.', 'bagaimana', 'sih', 'keamanan', 'yang', 'cek', 'kamar', '.', 'kalau', 'memang', 'ada', 'noda', 'dari', 'sebelum', 'nya', 'iya', 'bersihkan', 'dulu', 'dong', 'roomnya', '.', 'jangan', 'dibuat', 'permainan', 'jebakan', 'untuk', 'kena', 'denda', '.', 'terimakasih', '.']",[],TRUE
1875,"['ini', 'bukan', 'grage', 'seperti', 'saat', 'pemesanan', 'saya', 'lakukan', '.', 'ternyata', 'ini', 'pondok', 'mas', 'kost', 'eksklusif', '.']",[],TRUE
1880,"['kali', 'ini', 'dapat', 'kamar', 'dekat', 'kolam', 'renang', ',', 'anakanak', 'senang', ',', 'menu', 'sarapan', 'sudah', 'sesuai', 'keinginan', ',', 'sipp', '.']","[([11, 12], [13, 14, 15], 'POS')]",FALSE
1885,"['masih', 'oke', 'lah', '.']","[([-1], [0, 1], 'NEU')]",FALSE
1903,"['bersih', 'dan', 'nyaman', 'juga', 'sangat', 'ramah', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS'), ([-1], [4, 5], 'POS')]",FALSE
1905,"['yang', 'perlu', 'diperbaiki', 'ketika', 'saya', 'kontak', 'cs', 'airy', 'untuk', 'late', 'check', 'in', ',', 'dan', 'dikasih', 'nomor', 'yang', 'katanya', 'airy', 'eco', 'ini', ',', 'setelah', 'saya', 'kontak', 'tidak', 'sambung', ',', 'ternyata', 'dari', 'pihak', 'hotelnya', 'terutama', 'yang', 'jaga', ',', 'mengaku', 'tidak', 'ada', 'yang', 'memiliki', 'nomor', 'hp', 'yang', 'dikasih', 'dari', 'cs', 'airy', ',', 'mungkin', 'perlu', 'di', 'update', 'data', 'nomor', 'yang', 'bisa', 'dihubunginya', '.']",[],TRUE
1906,"['saya', 'ketukketuk', 'pintu', 'dan', 'tlpon', 'tidak', 'ada', 'yang', 'jawab', '.', 'akhirnya', 'pukul', '01.00', 'saya', 'tinggalkan', 'lokasi', 'dan', 'pergi', 'ke', 'hotel', 'lain', '.']",[],TRUE
1918,"['sangat', 'bagus', 'dan', 'memuaskan', 'sekali', 'menginapbnya', '.']","[([-1], [0, 1], 'POS'), ([-1], [3, 4], 'POS')]",FALSE
1921,"['saya', 'sangat', 'kecewa', '.', 'saya', 'jauh', 'jauh', 'mana', 'mencari', 'alamt', 'nya', 'salah', 'hotel', 'di', 'dalam', '.', 'sdah', 'sampae', 'sana', 'bahkan', 'di', 'suruh', 'samlai', 'jam', '2', '.', 'akhir', 'nya', 'saya', 'pergi', 'tanpa', 'harus', 'pernah', 'masuk', 'hotel', 'ini', '.', 'walau', '1', 'menit', 'sekalipun', '.', 'bagai', 'mana', 'tanggapan', 'nya', '.']","[([-1], [1, 2], 'NEG')]",FALSE
1925,"['sangat', 'terbantu', '.']","[([-1], [0, 1], 'POS')]",FALSE
1933,"['ini', 'recommended', 'banget', '.', 'terimakasih', 'airy', 'room', '.']","[([-1], [1, 2], 'POS')]",FALSE
1934,"['bersih', ',', 'nyaman', ',', 'strategis', '.']","[([-1], [1, 2], 'POS')]",FALSE
1937,"['nyaman', ',', 'tenang', ',', 'tidak', 'jauh', 'dari', 'pusat', 'kota', 'blitar', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS'), ([-1], [4], 'POS')]",FALSE
1953,"['sesuai', 'harapan', 'saya', 'saat', 'memesan', '.']","[([-1], [0, 1], 'POS')]",FALSE
1963,"['bersih', 'rapi', 'lokasi', 'kemana', 'mana', 'dekat', '.']","[([-1], [0], 'POS'), ([-1], [1], 'POS')]",FALSE
1969,"['bangunan', 'baru', '.', 'tetapi', 'suara', 'luar', 'kamar', 'kedengeran', 'sampai', 'ke', 'dalam', 'kamar', '.']",[],TRUE
1973,"['bersih', '.', 'luas', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS')]",FALSE
1980,"['baik', 'sudah', 'bagus', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS')]",FALSE
1984,"['bagus', 'bersih', ',', 'langganan', 'menginap', 'sini', '.']","[([-1], [0], 'POS'), ([-1], [1], 'POS')]",FALSE
1989,"['lumayan', 'bersih', 'dan', 'terjangkau', '.', 'bagus', '!']","[([-1], [0, 1], 'POS'), ([-1], [3], 'POS')]",FALSE
1992,"['bagus', ',', 'tetapi', 'kurang', 'bersih', '.']","[([-1], [0], 'POS'), ([-1], [3, 4], 'NEG')]",FALSE
1993,"['saya', 'berulangberulang', 'nyapu', 'sendiri', 'saking', 'banyak', 'semut', 'dan', 'kalau', 'keluar', 'sedikit', 'dari', 'pntu', 'kotornya', 'bukan', 'main', '.', 'saya', 'nyesal', 'di', 'airy', 'ini', '.']","[([-1], [18], 'NEG')]",FALSE
1997,"['harus', 'balik', 'lagi', '.']",[],TRUE
1999,"['tidak', 'rugi', 'deh', 'booked', 'dengan', 'sarapan', '.']",[],TRUE
2003,"['paling', 'nyaman', 'dari', 'yang', 'prnah', 'saya', 'inap', '.']","[([-1], [0, 1], 'POS')]",FALSE
2018,"['makan', 'jajan', 'nya', 'anak', 'saya', 'langsung', 'gatalgatal', ',', 'menginap', 'di', 'airy', 'lain', 'tidak', 'ada', 'itu', 'jajan', 'yang', 'banyak', 'msg', 'seperti', 'begini', '.', 'nyesal', 'sudah', 'booking', '.']",[],TRUE
2020,"['untuk', 'harga', 'segitu', ',', 'iya', 'pas', 'untuk', 'singgah', 'sejenak', ',', '(', 'masuk', 'malam', ',', 'keluar', 'pagi', ')', '.']",[],TRUE
