id,sents,expr,polarity,labels,target_repr,completed_labels,completed_target_repr,checkpoint
787,lumayan murah . ac tidak dingin . kamar mandi kurang bersih . lingkungan sekitar kamar kurang bersih .,lumayan murah,POS,"([-1], [0, 1], ","(hotel, lumayan murah, ","([-1], [0, 1], 'POS')","(hotel, lumayan murah, positif)",TRUE
789,good perlengakapannya juga cukup lengkap .,good,POS,"([-1], [0], ","(hotel, good, ","([-1], [0], 'POS')","(hotel, good, positif)",TRUE
791,"nyaman . cuma shower nya bocor jadi tidak maksimal keluarnya , room 112 .",nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
792,tidak sesuai di gambar . tembok kusam . pintu kamar mandi rusak . air kamar mandi kotor . ada butiran pasir .,tidak sesuai di gambar,NEG,"([-1], [0, 1, 2, 3], ","(hotel, tidak sesuai di gambar, ","([-1], [0, 1, 2, 3], 'NEG')","(hotel, tidak sesuai di gambar, negatif)",TRUE
793,kurang memuaskan . wc nya sudah jelek . ac nya berisik . dan tempat sangat tidak nyaman .,kurang memuaskan,NEG,"([-1], [0, 1], ","(hotel, kurang memuaskan, ","([-1], [0, 1], 'NEG')","(hotel, kurang memuaskan, negatif)",TRUE
794,"nyaman buat bermalam , tetapi di depan pintu kamar mandi kurang tersedia keset .",nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
800,( + ) bersih ( + ) tenang ( + ) proses check in cepat ( - ) petugas resepsionis saat check in galak ( - ) ke lantai 3 naik tangga ( tetapi gud for ur health ) .,bersih,POS,"([-1], [3], ","(hotel, bersih, ","([-1], [3], 'POS')","(hotel, bersih, positif)",TRUE
800,( + ) bersih ( + ) tenang ( + ) proses check in cepat ( - ) petugas resepsionis saat check in galak ( - ) ke lantai 3 naik tangga ( tetapi gud for ur health ) .,tenang,POS,"([-1], [7], ","(hotel, tenang, ","([-1], [7], 'POS')","(hotel, tenang, positif)",TRUE
812,"menyenangkan sekali , akan kembali lagi , fasilitas lengkap .",menyenangkan sekali,POS,"([-1], [0, 1], ","(hotel, menyenangkan sekali, ","([-1], [0, 1], 'POS')","(hotel, menyenangkan sekali, positif)",TRUE
821,"lumayan untuk liburan keluarga kecil , tempat nyaman dan aman .",lumayan,POS,"([-1], [0], ","(hotel, lumayan, ","([-1], [0], 'POS')","(hotel, lumayan, positif)",TRUE
828,"secara garis besar cukup bagus dan nyaman . termasuk fasilitas internet . cuma sayangnya , terutama untuk yang muslim seperti saya , susah untuk sholat didalam kamar karena sempit . terima kasih .",cukup bagus,POS,"([-1], [3, 4], ","(hotel, cukup bagus, ","([-1], [3, 4], 'POS')","(hotel, cukup bagus, positif)",TRUE
828,"secara garis besar cukup bagus dan nyaman . termasuk fasilitas internet . cuma sayangnya , terutama untuk yang muslim seperti saya , susah untuk sholat didalam kamar karena sempit . terima kasih .",nyaman,POS,"([-1], [6], ","(hotel, nyaman, ","([-1], [6], 'POS')","(hotel, nyaman, positif)",TRUE
832,"bagus , baik , tempat tenang untuk beristirahat capek kerja di jakarta , breakfast baik . terimakasih airy rooms : ) .",bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
832,"bagus , baik , tempat tenang untuk beristirahat capek kerja di jakarta , breakfast baik . terimakasih airy rooms : ) .",baik,POS,"([-1], [2], ","(hotel, baik, ","([-1], [2], 'POS')","(hotel, baik, positif)",TRUE
833,"nyaman , bersih , oke . tetapi sayang tidak dapat snack box nya . pesan 2 kamar , duaduanya tidak di kasih snack box nya . padahal sudah konfirm ke pihak cs hotel . tetapi cuma di suruh tunggu ajja , sampai pulang tidak datangdatang .",nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
833,"nyaman , bersih , oke . tetapi sayang tidak dapat snack box nya . pesan 2 kamar , duaduanya tidak di kasih snack box nya . padahal sudah konfirm ke pihak cs hotel . tetapi cuma di suruh tunggu ajja , sampai pulang tidak datangdatang .",bersih,POS,"([-1], [2], ","(hotel, bersih, ","([-1], [2], 'POS')","(hotel, bersih, positif)",TRUE
833,"nyaman , bersih , oke . tetapi sayang tidak dapat snack box nya . pesan 2 kamar , duaduanya tidak di kasih snack box nya . padahal sudah konfirm ke pihak cs hotel . tetapi cuma di suruh tunggu ajja , sampai pulang tidak datangdatang .",oke,POS,"([-1], [4], ","(hotel, oke, ","([-1], [4], 'POS')","(hotel, oke, positif)",TRUE
839,bagus kamae besar hanya kurang bersih .,bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
841,"tidak bersih , kamar mandi banyak rambutnya , air nya bau . persediaan perlengkapan mandi tidak ada , .",tidak bersih,NEG,"([-1], [0, 1], ","(hotel, tidak bersih, ","([-1], [0, 1], 'NEG')","(hotel, tidak bersih, negatif)",TRUE
847,sangat memuaskan . setiap hari kamar dibersihkan . karyawan hotelnya juga telaten dan baik banget .,sangat memuaskan,POS,"([-1], [0, 1], ","(hotel, sangat memuaskan, ","([-1], [0, 1], 'POS')","(hotel, sangat memuaskan, positif)",TRUE
866,"bersih sekali . pemandangan kamarnya enak banget putih bersih . ada tanda arah kiblatnya memudahkan yang islam dalam beribadah . wifi lancar , ac juga bagus banget .",bersih sekali,POS,"([-1], [0, 1], ","(hotel, bersih sekali, ","([-1], [0, 1], 'POS')","(hotel, bersih sekali, positif)",TRUE
868,"seperti dirumah sendiri , nyaman dan stafnya ramah . terima kasih .",nyaman,POS,"([-1], [4], ","(hotel, nyaman, ","([-1], [4], 'POS')","(hotel, nyaman, positif)",TRUE
877,tempatnya nyaman . pelayanan nya baik . pkoknya nyaman deh bisa menginap disini .,nyaman,POS,"([-1], [8], ","(hotel, nyaman, ","([-1], [8], 'POS')","(hotel, nyaman, positif)",TRUE
895,"sangat rekomen banget , tempatnya bersih , rapi , pelayanannya ramah . wangi , pokoknya bagus ! tidak akan nyesal menginap di sini . pasti kami akan berkunjung lagi jika istri dinas ke jakarta lagi : ) .",sangat rekomen banget,POS,"([-1], [0, 1, 2], ","(hotel, sangat rekomen banget, ","([-1], [0, 1, 2], 'POS')","(hotel, sangat rekomen banget, positif)",TRUE
895,"sangat rekomen banget , tempatnya bersih , rapi , pelayanannya ramah . wangi , pokoknya bagus ! tidak akan nyesal menginap di sini . pasti kami akan berkunjung lagi jika istri dinas ke jakarta lagi : ) .",wangi,POS,"([-1], [12], ","(hotel, wangi, ","([-1], [12], 'POS')","(hotel, wangi, positif)",TRUE
895,"sangat rekomen banget , tempatnya bersih , rapi , pelayanannya ramah . wangi , pokoknya bagus ! tidak akan nyesal menginap di sini . pasti kami akan berkunjung lagi jika istri dinas ke jakarta lagi : ) .",bagus,POS,"([-1], [15], ","(hotel, bagus, ","([-1], [15], 'POS')","(hotel, bagus, positif)",TRUE
898,nyaman . tetapi air keran kecil sekali .,nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
901,"cukup nyaman untuk keluarga , sangat strategis dengan objek wisata . kebersihan perlu di tingkatkan lagi . kamar yang saya tempati sedikit aroma tidak sedap dari kamar mandi .",cukup nyaman,POS,"([-1], [0, 1], ","(hotel, cukup nyaman, ","([-1], [0, 1], 'POS')","(hotel, cukup nyaman, positif)",TRUE
901,"cukup nyaman untuk keluarga , sangat strategis dengan objek wisata . kebersihan perlu di tingkatkan lagi . kamar yang saya tempati sedikit aroma tidak sedap dari kamar mandi .",sangat strategis,POS,"([-1], [5, 6], ","(hotel, sangat strategis, ","([-1], [5, 6], 'POS')","(hotel, sangat strategis, positif)",TRUE
903,"letak strategis , nyaman mudah dicari dan harga terjangkau .",nyaman,POS,"([-1], [3], ","(hotel, nyaman, ","([-1], [3], 'POS')","(hotel, nyaman, positif)",TRUE
913,"pelayan ramah , pemandangan bagus , strategis dekat mall .",strategis,POS,"([-1], [6], ","(hotel, strategis, ","([-1], [6], 'POS')","(hotel, strategis, positif)",TRUE
914,"bersih , rapi , berkelas , pelayanan staf bagus .",bersih,POS,"([-1], [0], ","(hotel, bersih, ","([-1], [0], 'POS')","(hotel, bersih, positif)",TRUE
914,"bersih , rapi , berkelas , pelayanan staf bagus .",rapi,POS,"([-1], [2], ","(hotel, rapi, ","([-1], [2], 'POS')","(hotel, rapi, positif)",TRUE
914,"bersih , rapi , berkelas , pelayanan staf bagus .",berkelas,POS,"([-1], [4], ","(hotel, berkelas, ","([-1], [4], 'POS')","(hotel, berkelas, positif)",TRUE
917,"kamar luas , pelayanan ramah , sangat nyaman .",sangat nyaman,POS,"([-1], [6, 7], ","(hotel, sangat nyaman, ","([-1], [6, 7], 'POS')","(hotel, sangat nyaman, positif)",TRUE
920,"enak siih tetapi kulkasnya mati , banyak nyamuk .",enak,POS,"([-1], [0], ","(hotel, enak, ","([-1], [0], 'POS')","(hotel, enak, positif)",TRUE
920,"enak siih tetapi kulkasnya mati , banyak nyamuk .",banyak nyamuk,NEG,"([-1], [6, 7], ","(hotel, banyak nyamuk, ","([-1], [6, 7], 'NEG')","(hotel, banyak nyamuk, negatif)",TRUE
921,"bagus , cuma diberi room lantai paling atas harus turun tangga karena tidak ada lifnya .",bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
929,nyaman bersih pelayanan oke .,nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
929,nyaman bersih pelayanan oke .,bersih,POS,"([-1], [1], ","(hotel, bersih, ","([-1], [1], 'POS')","(hotel, bersih, positif)",TRUE
934,"kamar nya bersih banget dan wangi , pelayan nya ramah , pokoknya memuaskan banget !",memuaskan banget,POS,"([-1], [12, 13], ","(hotel, memuaskan banget, ","([-1], [12, 13], 'POS')","(hotel, memuaskan banget, positif)",TRUE
935,"kamar nyaman bersih , puas banget , harga pun bersahabat .",puas banget,POS,"([-1], [4, 5], ","(hotel, puas banget, ","([-1], [4, 5], 'POS')","(hotel, puas banget, positif)",TRUE
939,"tenang , nyaman , tetapi tv error .",tenang,POS,"([-1], [0], ","(hotel, tenang, ","([-1], [0], 'POS')","(hotel, tenang, positif)",TRUE
939,"tenang , nyaman , tetapi tv error .",nyaman,POS,"([-1], [2], ","(hotel, nyaman, ","([-1], [2], 'POS')","(hotel, nyaman, positif)",TRUE
941,"cukup menyenangkan hanya pelayanan dari resepsiinis yang kurang oke , saya datang jam 1 sing diminta mnunggu dan meninggalkan nomor telepon agar saat room sudah siap saya akan di hubungi , kemudian saya keluar makan siang sehingga jam 2 sing lebih tidak ada kabar dari pihak hotel ternyata room sudah siap saat saya datang lagi .",cukup menyenangkan,POS,"([-1], [0, 1], ","(hotel, cukup menyenangkan, ","([-1], [0, 1], 'POS')","(hotel, cukup menyenangkan, positif)",TRUE
945,"nyaman , pelayanannya bagus dan fast respons . dekat daerah kampus .",nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
948,kali ini dapat ruangan yang tidak sesuai gambar . sedikit kecewa .,sedikit kecewa,NEG,"([-1], [9, 10], ","(hotel, sedikit kecewa, ","([-1], [9, 10], 'NEG')","(hotel, sedikit kecewa, negatif)",TRUE
949,kamar bersih . nyaman . tenang . pelayanan ramah . next time akan kembali lagi . rekomendedd . terimakasih airyrooms .,rekomendedd,POS,"([-1], [16], ","(hotel, rekomendedd, ","([-1], [16], 'POS')","(hotel, rekomendedd, positif)",TRUE
962,sabun dan sampo yang seperti di gambar tidak tersedia . so far still good . recomended pokoknya .,recomended,POS,"([-1], [15], ","(hotel, recomended, ","([-1], [15], 'POS')","(hotel, recomended, positif)",TRUE
968,"kurang bersih , tanpa lobi , pelayanan tidak selalu standby .",kurang bersih,NEG,"([-1], [0, 1], ","(hotel, kurang bersih, ","([-1], [0, 1], 'NEG')","(hotel, kurang bersih, negatif)",TRUE
972,"sangat menyenangkan , nyaman , homey , kamar rapi , parkir kondusif . kamar cukup untuk dua orang , tetapi terlalu kecil ketika harus bawa anak kecil lebih dari 1 .",sangat menyenangkan,POS,"([-1], [0, 1], ","(hotel, sangat menyenangkan, ","([-1], [0, 1], 'POS')","(hotel, sangat menyenangkan, positif)",TRUE
972,"sangat menyenangkan , nyaman , homey , kamar rapi , parkir kondusif . kamar cukup untuk dua orang , tetapi terlalu kecil ketika harus bawa anak kecil lebih dari 1 .",nyaman,POS,"([-1], [3], ","(hotel, nyaman, ","([-1], [3], 'POS')","(hotel, nyaman, positif)",TRUE
972,"sangat menyenangkan , nyaman , homey , kamar rapi , parkir kondusif . kamar cukup untuk dua orang , tetapi terlalu kecil ketika harus bawa anak kecil lebih dari 1 .",homey,POS,"([-1], [5], ","(hotel, homey, ","([-1], [5], 'POS')","(hotel, homey, positif)",TRUE
974,suka banget tetapi sayang kemarin dapat kamar yang agak sedikit kurang bersih dan bau .,suka banget,POS,"([-1], [0, 1], ","(hotel, suka banget, ","([-1], [0, 1], 'POS')","(hotel, suka banget, positif)",TRUE
986,"tempat bersih , fasilitas oke , pelayan oke , mengutamakan tamu yang ada . rekomeded pokoknya .",rekomeded,POS,"([-1], [14], ","(hotel, rekomeded, ","([-1], [14], 'POS')","(hotel, rekomeded, positif)",TRUE
989,wifi kencang dan nyaman kamarnya . recommended !,recommended,POS,"([-1], [6], ","(hotel, recommended, ","([-1], [6], 'POS')","(hotel, recommended, positif)",TRUE
1007,"cukup baik dengan harga murah , fasilitas oke cuma kamar mandi saja sedikit kotor .",cukup baik,POS,"([-1], [0, 1], ","(hotel, cukup baik, ","([-1], [0, 1], 'POS')","(hotel, cukup baik, positif)",TRUE
1014,worth it dengan harga yang super murah .,worth,POS,"([-1], [0], ","(hotel, worth, ","([-1], [0], 'POS')","(hotel, worth, positif)",TRUE
1015,"tv rusak , internit ada yang berlubang , dan bau apek .",bau apek,NEG,"([-1], [9, 10], ","(hotel, bau apek, ","([-1], [9, 10], 'NEG')","(hotel, bau apek, negatif)",TRUE
1024,"rumah pribadi dijadikan tempat penginapan , sangat mengecewakan . gang sangat sempit .",sangat mengecewakan,NEG,"([-1], [6, 7], ","(hotel, sangat mengecewakan, ","([-1], [6, 7], 'NEG')","(hotel, sangat mengecewakan, negatif)",TRUE
1029,"good pelayanan , bersih , rapi , makanan enak .",bersih,POS,"([-1], [3], ","(hotel, bersih, ","([-1], [3], 'POS')","(hotel, bersih, positif)",TRUE
1029,"good pelayanan , bersih , rapi , makanan enak .",rapi,POS,"([-1], [5], ","(hotel, rapi, ","([-1], [5], 'POS')","(hotel, rapi, positif)",TRUE
1032,nyaman banget untuk rehat sebelum ke bandara kamar bersih cuma tidak ada air panas ada dapur nya juga love bangett murah lagii top banget .,nyaman banget,POS,"([-1], [0, 1], ","(hotel, nyaman banget, ","([-1], [0, 1], 'POS')","(hotel, nyaman banget, positif)",TRUE
1032,nyaman banget untuk rehat sebelum ke bandara kamar bersih cuma tidak ada air panas ada dapur nya juga love bangett murah lagii top banget .,love,-,"([-1], [18], ","(hotel, love, ","([-1], [18], '-')",#N/A,FALSE
1032,nyaman banget untuk rehat sebelum ke bandara kamar bersih cuma tidak ada air panas ada dapur nya juga love bangett murah lagii top banget .,murah,POS,"([-1], [20], ","(hotel, murah, ","([-1], [20], 'POS')","(hotel, murah, positif)",TRUE
1032,nyaman banget untuk rehat sebelum ke bandara kamar bersih cuma tidak ada air panas ada dapur nya juga love bangett murah lagii top banget .,top banget,POS,"([-1], [22, 23], ","(hotel, top banget, ","([-1], [22, 23], 'POS')","(hotel, top banget, positif)",TRUE
1034,"ramah , makanan sederhana tetapi enak , bersih .",ramah,POS,"([-1], [0], ","(hotel, ramah, ","([-1], [0], 'POS')","(hotel, ramah, positif)",TRUE
1034,"ramah , makanan sederhana tetapi enak , bersih .",bersih,POS,"([-1], [7], ","(hotel, bersih, ","([-1], [7], 'POS')","(hotel, bersih, positif)",TRUE
1036,"nyaman banget dan bersih , free pula pengantaran kebandara pokoky good bgtz pelayanan .",nyaman banget,POS,"([-1], [0, 1], ","(hotel, nyaman banget, ","([-1], [0, 1], 'POS')","(hotel, nyaman banget, positif)",TRUE
1036,"nyaman banget dan bersih , free pula pengantaran kebandara pokoky good bgtz pelayanan .",bersih,POS,"([-1], [3], ","(hotel, bersih, ","([-1], [3], 'POS')","(hotel, bersih, positif)",TRUE
1037,"harga terjangkau , nyaman dan bersih , pelayanan oke .",nyaman,POS,"([-1], [3], ","(hotel, nyaman, ","([-1], [3], 'POS')","(hotel, nyaman, positif)",TRUE
1037,"harga terjangkau , nyaman dan bersih , pelayanan oke .",bersih,POS,"([-1], [5], ","(hotel, bersih, ","([-1], [5], 'POS')","(hotel, bersih, positif)",TRUE
1038,pelayanan sangat baik dab memuaskan . sangat bersih dan nyaman .,sangat bersih,POS,"([-1], [6, 7], ","(hotel, sangat bersih, ","([-1], [6, 7], 'POS')","(hotel, sangat bersih, positif)",TRUE
1038,pelayanan sangat baik dab memuaskan . sangat bersih dan nyaman .,nyaman,POS,"([-1], [9], ","(hotel, nyaman, ","([-1], [9], 'POS')","(hotel, nyaman, positif)",TRUE
1053,"good , tetapi gadapet fasilitas dari airy rooms seperti biasanya , huhu .",good,POS,"([-1], [0], ","(hotel, good, ","([-1], [0], 'POS')","(hotel, good, positif)",TRUE
1062,cukup puas dan hotelnya sangat bersih .,cukup puas,POS,"([-1], [0, 1], ","(hotel, cukup puas, ","([-1], [0, 1], 'POS')","(hotel, cukup puas, positif)",TRUE
1064,"hari pertama tidur berisik banget . suara dari luar kedengaran jelas di dlam , suara tutup pintu , buka pintu , orang berjalan . hari keke tidak terlalu , jendela silau . kamar tidur yang saya tempati sebelumnya sudah pernah saya tempati dan kerusakan meja sebelah tempat tidur tetap saja dibiarkan rusak seperti itu , tidak ada perbaikan . kebersihan dan kerapian oke .",berisik banget,NEG,"([-1], [3, 4], ","(hotel, berisik banget, ","([-1], [3, 4], 'NEG')","(hotel, berisik banget, negatif)",TRUE
1086,"pas nyampe kamar handuk tidak ada , ini sudah ke 2x nya dikamar handuk tidak ada . wifi lambat parah , alas kaki tidak ada juga . sumpah ini hotel tidak ada prepare nya kali yah ? kecewa berat .",kecewa berat,NEG,"([-1], [37, 38], ","(hotel, kecewa berat, ","([-1], [37, 38], 'NEG')","(hotel, kecewa berat, negatif)",TRUE
1087,"bagus , kamarnya bersih dan cukup nyaman . akses cukup dekat ke malioboro dan bandara .",bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
1091,"kamar hotel luas , no breakfast , no wifi , staf tidak ramah cenderung galak mungkin karena tamu sedikit dan gaji kecil , not recommeded , tidak bakal balik lagi , kamar mandi kecil dan dipisah dengan toilet . aneh .",not recommeded,NEG,"([-1], [23, 24], ","(hotel, not recommeded, ","([-1], [23, 24], 'NEG')","(hotel, not recommeded, negatif)",TRUE
1093,bagus . hanya saya untuk kedunginan ac perlu di perhatikan karena kemarin kurang dingin .,bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
1094,"penginapan sekaligus kostkostan , lumayan kalau hanya untuk beristirahat . kamar luas .",lumayan,POS,"([-1], [4], ","(hotel, lumayan, ","([-1], [4], 'POS')","(hotel, lumayan, positif)",TRUE
1095,"kamar mandi nya kurang bagus , air nya kecil . wifi tidak ada , banyak tikus .",banyak tikus,NEG,"([-1], [14, 15], ","(hotel, banyak tikus, ","([-1], [14, 15], 'NEG')","(hotel, banyak tikus, negatif)",TRUE
1096,recommended sih . dengan harga dan fasilitas nya . cuma kyaknya selimut nya tidak diganti . baunya tidak fresh seperti hbs dipakai . karena saya menginap ketika hari minggu . dan sabtu kamar full .,recommended,POS,"([-1], [0], ","(hotel, recommended, ","([-1], [0], 'POS')","(hotel, recommended, positif)",TRUE
1104,"bangunan tua , pelayanan kurang baik , mengecewakan .",mengecewakan,NEG,"([-1], [7], ","(hotel, mengecewakan, ","([-1], [7], 'NEG')","(hotel, mengecewakan, negatif)",TRUE
1108,"bersih rapi pelayana ramah , parkir mudah .",bersih,POS,"([-1], [0], ","(hotel, bersih, ","([-1], [0], 'POS')","(hotel, bersih, positif)",TRUE
1108,"bersih rapi pelayana ramah , parkir mudah .",rapi,POS,"([-1], [1], ","(hotel, rapi, ","([-1], [1], 'POS')","(hotel, rapi, positif)",TRUE
1109,"so far sebenarnya nyaman , pelayanan bagus , tetapi kok sarung bantal sama selimutnya seperti tidak dicuci : ( .",nyaman,POS,"([-1], [3], ","(hotel, nyaman, ","([-1], [3], 'POS')","(hotel, nyaman, positif)",TRUE
1114,"kamar bagus , tetapi cs tidak 24 . no hp yang terdftr juga ssh di hubung menginap nya nyaman saja .",nyaman,POS,"([-1], [18], ","(hotel, nyaman, ","([-1], [18], 'POS')","(hotel, nyaman, positif)",TRUE
1117,tempatnya nyaman dan bersih ditambah suasanya menyenangkan . recomandat lah . terimakasih .,recomandat,POS,"([-1], [8], ","(hotel, recomandat, ","([-1], [8], 'POS')","(hotel, recomandat, positif)",TRUE
1124,pelayannya ramah . menu lumayan . iya buat transit atau cuma buat istirahat cukup nyaman .,cukup nyaman,POS,"([-1], [13, 14], ","(hotel, cukup nyaman, ","([-1], [13, 14], 'POS')","(hotel, cukup nyaman, positif)",TRUE
1129,"nyaman banget , kerasan deh pokoknya . suasananya tenang tetapi tetap terasa ada manusianya . he .",nyaman banget,POS,"([-1], [0, 1], ","(hotel, nyaman banget, ","([-1], [0, 1], 'POS')","(hotel, nyaman banget, positif)",TRUE
1130,"ramah , sopan , respons cepat dan dekat dari tempat acara . terima kasih airy .",ramah,POS,"([-1], [0], ","(hotel, ramah, ","([-1], [0], 'POS')","(hotel, ramah, positif)",TRUE
1130,"ramah , sopan , respons cepat dan dekat dari tempat acara . terima kasih airy .",sopan,POS,"([-1], [2], ","(hotel, sopan, ","([-1], [2], 'POS')","(hotel, sopan, positif)",TRUE
1137,"kamar luas dan bersih , nyaman rekomen untuk stay for business or playsure .",rekomen,POS,"([-1], [6], ","(hotel, rekomen, ","([-1], [6], 'POS')","(hotel, rekomen, positif)",TRUE
1147,"kamarnya nyaman . ac dingin kamar mandi shower ada air panasnya , bersih , tv lcd , ada snack box nya juga . hanya saja bawah tempat tidur tidak ikut di sapu jadi ada debu nya . tetapi overall puas dan nyaman , staf ramah banget .",bersih,POS,"([-1], [12], ","(hotel, bersih, ","([-1], [12], 'POS')","(hotel, bersih, positif)",TRUE
1149,"lokasi strategis , dekat dengan laundry , indomaret , tempat makan , pelayanan ramah , cctv , rental motor dan mobil , kamar bersih dan cukup luas , ada air panas , ac , tv , wifi . kekurangannya hanya wifi di kamar kurang kencang , jadi harus buka pintu atau duduk di depan kamar , dan tidak ada keset di depan wc .",cukup luas,POS,"([22], [25, 26], ","(hotel, cukup luas, ","([22], [25, 26], 'POS')","(hotel, cukup luas, positif)",TRUE
1151,"nyaman , tempat nya bersih , pegawai nya ramahramah . insyaallah saya akan datang kembali , sukses selalu , .",nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
1159,"sangat bagus , tetapi airnya bau .",sangat bagus,POS,"([-1], [0, 1], ","(hotel, sangat bagus, ","([-1], [0, 1], 'POS')","(hotel, sangat bagus, positif)",TRUE
1160,"bersih dan nyaman , servis bagus . tetapi internet lambat .",bersih,POS,"([-1], [0], ","(hotel, bersih, ","([-1], [0], 'POS')","(hotel, bersih, positif)",TRUE
1160,"bersih dan nyaman , servis bagus . tetapi internet lambat .",nyaman,POS,"([-1], [2], ","(hotel, nyaman, ","([-1], [2], 'POS')","(hotel, nyaman, positif)",TRUE
1161,bagus . suka tempat ini .,bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
1169,"nyaman , aman , proses check in check out cepat .",nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
1169,"nyaman , aman , proses check in check out cepat .",aman,POS,"([-1], [2], ","(hotel, aman, ","([-1], [2], 'POS')","(hotel, aman, positif)",TRUE
1172,suka banget sama kamarnya bersih banget air snack lengkap tetapi sayang tv tidak satelit tetapi gpp all good .,all,-,"([-1], [16], ","(hotel, all, ","([-1], [16], '-')",#N/A,FALSE
1172,suka banget sama kamarnya bersih banget air snack lengkap tetapi sayang tv tidak satelit tetapi gpp all good .,good,-,"([-1], [17], ","(hotel, good, ","([-1], [17], '-')",#N/A,FALSE
1177,lumayan bagus . disarankan untuk mengganti spring bednya karena sudah lembek .,lumayan bagus,POS,"([-1], [0, 1], ","(hotel, lumayan bagus, ","([-1], [0, 1], 'POS')","(hotel, lumayan bagus, positif)",TRUE
1183,"murmer , agak kotor , pelayannya ramah , kelengkapan kurang sesuai , showernya brekelwe .",murmer,POS,"([-1], [0], ","(hotel, murmer, ","([-1], [0], 'POS')","(hotel, murmer, positif)",TRUE
1183,"murmer , agak kotor , pelayannya ramah , kelengkapan kurang sesuai , showernya brekelwe .",agak kotor,NEG,"([-1], [2, 3], ","(hotel, agak kotor, ","([-1], [2, 3], 'NEG')","(hotel, agak kotor, negatif)",TRUE
1185,"kamar bersih , chanel tv sedikit . lumayan lah .",lumayan,POS,"([-1], [7], ","(hotel, lumayan, ","([-1], [7], 'POS')","(hotel, lumayan, positif)",TRUE
1190,bersih . nyaman . kamarnya tidak terlalu besar .,bersih,POS,"([-1], [0], ","(hotel, bersih, ","([-1], [0], 'POS')","(hotel, bersih, positif)",TRUE
1190,bersih . nyaman . kamarnya tidak terlalu besar .,nyaman,POS,"([-1], [2], ","(hotel, nyaman, ","([-1], [2], 'POS')","(hotel, nyaman, positif)",TRUE
1193,"ramah , bersih , lokasi sangat strategis dekat dengan jatim parkpark , bns dan museum angkut . sayang wifinya kurang cepat .",ramah,POS,"([-1], [0], ","(hotel, ramah, ","([-1], [0], 'POS')","(hotel, ramah, positif)",TRUE
1193,"ramah , bersih , lokasi sangat strategis dekat dengan jatim parkpark , bns dan museum angkut . sayang wifinya kurang cepat .",bersih,POS,"([-1], [2], ","(hotel, bersih, ","([-1], [2], 'POS')","(hotel, bersih, positif)",TRUE
1194,nyaman tetapi ac bocor .,nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
1197,"bagus , parkiran luas , tengah kota .",bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
1198,"hotelnya nyaman bersih , tetapi sayang nya tidak dapat sarapan pagi . dan berisik karena dekat rel kereta api .",berisik,NEG,"([0], [13], ","(hotel, berisik, ","([0], [13], 'NEG')","(hotel, berisik, negatif)",TRUE
1202,"cukup memuaskan , harga terjangkau dapat snack sama mnum lagi free .",cukup memuaskan,POS,"([-1], [0, 1], ","(hotel, cukup memuaskan, ","([-1], [0, 1], 'POS')","(hotel, cukup memuaskan, positif)",TRUE
1206,baik . air panas tidak nyala . sisanya bagus .,baik,POS,"([-1], [0], ","(hotel, baik, ","([-1], [0], 'POS')","(hotel, baik, positif)",TRUE
1208,"bagus , cuma kamar sempit jadi kaki sering kesandung .",bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
1221,sepi tenang kamar bersih makanan wow banget .,sepi,POS,"([-1], [0], ","(hotel, sepi, ","([-1], [0], 'POS')","(hotel, sepi, positif)",TRUE
