id,sents,expr,polarity,labels,target_repr
684,"lumayan , lebih seperti kos ber ac , kamar mandi berisik dengan suara tidak jelas , colokan cuma ada 1 jadi saya harus pinjam t , tetapi not bad .",not bad,-,"([-1], [27, 28], ","(hotel, not bad, "
689,"berkesan : bersih , lokasi strategis , murah , ramah , dan dapat peralatan mandi .",bersih,-,"([-1], [2], ","(hotel, bersih, "
689,"berkesan : bersih , lokasi strategis , murah , ramah , dan dapat peralatan mandi .",murah,-,"([-1], [7], ","(hotel, murah, "
689,"berkesan : bersih , lokasi strategis , murah , ramah , dan dapat peralatan mandi .",ramah,-,"([-1], [9], ","(hotel, ramah, "
692,"bagus sekali , kamar nyaman untuk istirahat .",bagus sekali,-,"([-1], [0, 1], ","(hotel, bagus sekali, "
702,mengecewakan . tidak sesuai dengan foto yang diposting . kamar mandi bad smell . air muncrat sampai keluar kamar mandi saat mandi . resepsionis tidak ada saat mau check - out sehingga harus menunggu lama . hari berikutnya cari hotel yang lain yang lebih baik .,mengecewakan,-,"([-1], [0], ","(hotel, mengecewakan, "
702,mengecewakan . tidak sesuai dengan foto yang diposting . kamar mandi bad smell . air muncrat sampai keluar kamar mandi saat mandi . resepsionis tidak ada saat mau check - out sehingga harus menunggu lama . hari berikutnya cari hotel yang lain yang lebih baik .,tidak sesuai,-,"([-1], [2, 3], ","(hotel, tidak sesuai, "
703,"berkesan : harganya super murah , kolam renang bersih . suram : air kerannya bau , beddingnya sudah kusam , ac reyot , selimut tipis , ada suarasuara di tengah malam dari langitlangit .",suram,-,"([-1], [10], ","(hotel, suram, "
705,tenang dan pelayanan baik . cuma saran saya kalau sudah waktu jam cek in sekitar 2 siang . petugas harus ada ditempat .,tenang,-,"([-1], [0], ","(hotel, tenang, "
711,"kamar nyaman , lumayan lah . reccomended .",reccomended,-,"([-1], [6], ","(hotel, reccomended, "
718,"lokasi mudah dicari , lumayan bersih , cuma seprai dan bantal tidak standar airy , pakai seprai coklat biasa . dapat kamar lantai 3 pojok , wifi susah nyangkut . kalau sekedar untuk tidur semalam sih oke .",lumayan bersih,-,"([-1], [4, 5], ","(hotel, lumayan bersih, "
719,"saya dan keluarga sangat puas menginap di tempat ini , harga murah , nyaman , dan letak tempatnya sangat strategis .",sangat puas,-,"([-1], [3, 4], ","(hotel, sangat puas, "
719,"saya dan keluarga sangat puas menginap di tempat ini , harga murah , nyaman , dan letak tempatnya sangat strategis .",nyaman,-,"([-1], [13], ","(hotel, nyaman, "
725,"tenang , nyaman bersih namun tempatnya agak sulit ditemukan karena berada ditengah tengah kompleks penduduk .",tenang,-,"([-1], [0], ","(hotel, tenang, "
725,"tenang , nyaman bersih namun tempatnya agak sulit ditemukan karena berada ditengah tengah kompleks penduduk .",nyaman,-,"([-1], [2], ","(hotel, nyaman, "
725,"tenang , nyaman bersih namun tempatnya agak sulit ditemukan karena berada ditengah tengah kompleks penduduk .",bersih,-,"([-1], [3], ","(hotel, bersih, "
731,nyaman dan ramah ada cemilan gratis dari airy love this .,nyaman,-,"([-1], [0], ","(hotel, nyaman, "
731,nyaman dan ramah ada cemilan gratis dari airy love this .,ramah,-,"([-1], [2], ","(hotel, ramah, "
732,"pelayanan oke , fasilitas big no , dikamar tidak ada keset , flapon seperti rembesan air begitu sudah lumutan , agak bau apek , ac kurang dingin , pembuangan air kamar mandi agak tersumbat , tidak rekomen lah pokok iya .",agak bau apek,-,"([-1], [20, 21, 22], ","(hotel, agak bau apek, "
732,"pelayanan oke , fasilitas big no , dikamar tidak ada keset , flapon seperti rembesan air begitu sudah lumutan , agak bau apek , ac kurang dingin , pembuangan air kamar mandi agak tersumbat , tidak rekomen lah pokok iya .",tidak rekomen,-,"([-1], [35, 36], ","(hotel, tidak rekomen, "
733,bagus kamar bersih pelayanan nya baik dan ramah .,bagus,-,"([-1], [0], ","(hotel, bagus, "
736,aksesnya mudah puas banget pokoknya kami sekeluarga .,puas banget,-,"([-1], [2, 3], ","(hotel, puas banget, "
741,"tempat nyaman dan tenang . kamar luas . pelayanan ramah , hade lah . sangat memuaskan .",sangat memuaskan,-,"([-1], [14, 15], ","(hotel, sangat memuaskan, "
742,kami kecewa dengan layanan administrasi yang menerbitkan invoice sangat ribet .,kecewa,-,"([-1], [1], ","(hotel, kecewa, "
745,"menginap pada tanggal 31 desember , memesan beberapa kamar . sempat bermasalah dengan 1 kamar karena ada krusakan . tetapi di bantu pihak hotel nya , mbak rani , bapak dian dan bapak rudi dengan sangat baik . keluarga kami sangat puas . area luas , bersih . akan kembali lagi nanti . terima kasih hotel dan airy .",sangat baik,-,"([-1], [35, 36], ","(hotel, sangat baik, "
745,"menginap pada tanggal 31 desember , memesan beberapa kamar . sempat bermasalah dengan 1 kamar karena ada krusakan . tetapi di bantu pihak hotel nya , mbak rani , bapak dian dan bapak rudi dengan sangat baik . keluarga kami sangat puas . area luas , bersih . akan kembali lagi nanti . terima kasih hotel dan airy .",sangat puas,-,"([-1], [40, 41], ","(hotel, sangat puas, "
745,"menginap pada tanggal 31 desember , memesan beberapa kamar . sempat bermasalah dengan 1 kamar karena ada krusakan . tetapi di bantu pihak hotel nya , mbak rani , bapak dian dan bapak rudi dengan sangat baik . keluarga kami sangat puas . area luas , bersih . akan kembali lagi nanti . terima kasih hotel dan airy .",bersih,-,"([-1], [46], ","(hotel, bersih, "
746,sangat suka . room nya juga bersih . tatanan rapi . dapat snack juga .,sangat suka,-,"([-1], [0, 1], ","(hotel, sangat suka, "
751,"nyaman , pelayanan ramah sekali .",nyaman,-,"([-1], [0], ","(hotel, nyaman, "
753,"cara pemesanan mudah , harga cukup ramah di kantong , kamar bersih , pelayanan bagus , recommended , tempatnya juga di tengah kota .",recommended,-,"([-1], [16], ","(hotel, recommended, "
771,"biasa saja . sesuai hargalah . karena syriah , jadi nyman . cuma masmasnya galak .",biasa saja,-,"([-1], [0, 1], ","(hotel, biasa saja, "
779,"bagus bersih , walau kamar kecil tetapi nyaman , pelayanan ramah , tidak ada breakfast tetapi ada minibar free . sudah baik ditingkatkan lagi .",bagus,-,"([-1], [0], ","(hotel, bagus, "
779,"bagus bersih , walau kamar kecil tetapi nyaman , pelayanan ramah , tidak ada breakfast tetapi ada minibar free . sudah baik ditingkatkan lagi .",bersih,-,"([-1], [1], ","(hotel, bersih, "
779,"bagus bersih , walau kamar kecil tetapi nyaman , pelayanan ramah , tidak ada breakfast tetapi ada minibar free . sudah baik ditingkatkan lagi .",baik,-,"([-1], [21], ","(hotel, baik, "
781,"bagus pelayanan nya ramah , beraih juga , .",bagus,-,"([-1], [0], ","(hotel, bagus, "
783,kamar tidak terlalu besar tetapi cukup bersih . cukup puas lah menginap di airy tonotel ini .,cukup puas,-,"([-1], [8, 9], ","(hotel, cukup puas, "
787,lumayan murah . ac tidak dingin . kamar mandi kurang bersih . lingkungan sekitar kamar kurang bersih .,lumayan murah,-,"([-1], [0, 1], ","(hotel, lumayan murah, "
789,good perlengakapannya juga cukup lengkap .,good,-,"([-1], [0], ","(hotel, good, "
791,"nyaman . cuma shower nya bocor jadi tidak maksimal keluarnya , room 112 .",nyaman,-,"([-1], [0], ","(hotel, nyaman, "
792,tidak sesuai di gambar . tembok kusam . pintu kamar mandi rusak . air kamar mandi kotor . ada butiran pasir .,tidak sesuai di gambar,-,"([-1], [0, 1, 2, 3], ","(hotel, tidak sesuai di gambar, "
793,kurang memuaskan . wc nya sudah jelek . ac nya berisik . dan tempat sangat tidak nyaman .,kurang memuaskan,-,"([-1], [0, 1], ","(hotel, kurang memuaskan, "
794,"nyaman buat bermalam , tetapi di depan pintu kamar mandi kurang tersedia keset .",nyaman,-,"([-1], [0], ","(hotel, nyaman, "
800,( + ) bersih ( + ) tenang ( + ) proses check in cepat ( - ) petugas resepsionis saat check in galak ( - ) ke lantai 3 naik tangga ( tetapi gud for ur health ) .,bersih,-,"([-1], [3], ","(hotel, bersih, "
800,( + ) bersih ( + ) tenang ( + ) proses check in cepat ( - ) petugas resepsionis saat check in galak ( - ) ke lantai 3 naik tangga ( tetapi gud for ur health ) .,tenang,-,"([-1], [7], ","(hotel, tenang, "
812,"menyenangkan sekali , akan kembali lagi , fasilitas lengkap .",menyenangkan sekali,-,"([-1], [0, 1], ","(hotel, menyenangkan sekali, "
821,"lumayan untuk liburan keluarga kecil , tempat nyaman dan aman .",lumayan,-,"([-1], [0], ","(hotel, lumayan, "
828,"secara garis besar cukup bagus dan nyaman . termasuk fasilitas internet . cuma sayangnya , terutama untuk yang muslim seperti saya , susah untuk sholat didalam kamar karena sempit . terima kasih .",cukup bagus,-,"([-1], [3, 4], ","(hotel, cukup bagus, "
828,"secara garis besar cukup bagus dan nyaman . termasuk fasilitas internet . cuma sayangnya , terutama untuk yang muslim seperti saya , susah untuk sholat didalam kamar karena sempit . terima kasih .",nyaman,-,"([-1], [6], ","(hotel, nyaman, "
832,"bagus , baik , tempat tenang untuk beristirahat capek kerja di jakarta , breakfast baik . terimakasih airy rooms : ) .",bagus,-,"([-1], [0], ","(hotel, bagus, "
832,"bagus , baik , tempat tenang untuk beristirahat capek kerja di jakarta , breakfast baik . terimakasih airy rooms : ) .",baik,-,"([-1], [2], ","(hotel, baik, "
833,"nyaman , bersih , oke . tetapi sayang tidak dapat snack box nya . pesan 2 kamar , duaduanya tidak di kasih snack box nya . padahal sudah konfirm ke pihak cs hotel . tetapi cuma di suruh tunggu ajja , sampai pulang tidak datangdatang .",nyaman,-,"([-1], [0], ","(hotel, nyaman, "
833,"nyaman , bersih , oke . tetapi sayang tidak dapat snack box nya . pesan 2 kamar , duaduanya tidak di kasih snack box nya . padahal sudah konfirm ke pihak cs hotel . tetapi cuma di suruh tunggu ajja , sampai pulang tidak datangdatang .",bersih,-,"([-1], [2], ","(hotel, bersih, "
833,"nyaman , bersih , oke . tetapi sayang tidak dapat snack box nya . pesan 2 kamar , duaduanya tidak di kasih snack box nya . padahal sudah konfirm ke pihak cs hotel . tetapi cuma di suruh tunggu ajja , sampai pulang tidak datangdatang .",oke,-,"([-1], [4], ","(hotel, oke, "
839,bagus kamae besar hanya kurang bersih .,bagus,-,"([-1], [0], ","(hotel, bagus, "
841,"tidak bersih , kamar mandi banyak rambutnya , air nya bau . persediaan perlengkapan mandi tidak ada , .",tidak bersih,-,"([-1], [0, 1], ","(hotel, tidak bersih, "
847,sangat memuaskan . setiap hari kamar dibersihkan . karyawan hotelnya juga telaten dan baik banget .,sangat memuaskan,-,"([-1], [0, 1], ","(hotel, sangat memuaskan, "
866,"bersih sekali . pemandangan kamarnya enak banget putih bersih . ada tanda arah kiblatnya memudahkan yang islam dalam beribadah . wifi lancar , ac juga bagus banget .",bersih sekali,-,"([-1], [0, 1], ","(hotel, bersih sekali, "
868,"seperti dirumah sendiri , nyaman dan stafnya ramah . terima kasih .",nyaman,-,"([-1], [4], ","(hotel, nyaman, "
877,tempatnya nyaman . pelayanan nya baik . pkoknya nyaman deh bisa menginap disini .,nyaman,-,"([-1], [8], ","(hotel, nyaman, "
895,"sangat rekomen banget , tempatnya bersih , rapi , pelayanannya ramah . wangi , pokoknya bagus ! tidak akan nyesal menginap di sini . pasti kami akan berkunjung lagi jika istri dinas ke jakarta lagi : ) .",sangat rekomen banget,-,"([-1], [0, 1, 2], ","(hotel, sangat rekomen banget, "
895,"sangat rekomen banget , tempatnya bersih , rapi , pelayanannya ramah . wangi , pokoknya bagus ! tidak akan nyesal menginap di sini . pasti kami akan berkunjung lagi jika istri dinas ke jakarta lagi : ) .",wangi,-,"([-1], [12], ","(hotel, wangi, "
895,"sangat rekomen banget , tempatnya bersih , rapi , pelayanannya ramah . wangi , pokoknya bagus ! tidak akan nyesal menginap di sini . pasti kami akan berkunjung lagi jika istri dinas ke jakarta lagi : ) .",bagus,-,"([-1], [15], ","(hotel, bagus, "
898,nyaman . tetapi air keran kecil sekali .,nyaman,-,"([-1], [0], ","(hotel, nyaman, "
901,"cukup nyaman untuk keluarga , sangat strategis dengan objek wisata . kebersihan perlu di tingkatkan lagi . kamar yang saya tempati sedikit aroma tidak sedap dari kamar mandi .",cukup nyaman,-,"([-1], [0, 1], ","(hotel, cukup nyaman, "
901,"cukup nyaman untuk keluarga , sangat strategis dengan objek wisata . kebersihan perlu di tingkatkan lagi . kamar yang saya tempati sedikit aroma tidak sedap dari kamar mandi .",sangat strategis,-,"([-1], [5, 6], ","(hotel, sangat strategis, "
903,"letak strategis , nyaman mudah dicari dan harga terjangkau .",nyaman,-,"([-1], [3], ","(hotel, nyaman, "
913,"pelayan ramah , pemandangan bagus , strategis dekat mall .",strategis,-,"([-1], [6], ","(hotel, strategis, "
914,"bersih , rapi , berkelas , pelayanan staf bagus .",bersih,-,"([-1], [0], ","(hotel, bersih, "
914,"bersih , rapi , berkelas , pelayanan staf bagus .",rapi,-,"([-1], [2], ","(hotel, rapi, "
914,"bersih , rapi , berkelas , pelayanan staf bagus .",berkelas,-,"([-1], [4], ","(hotel, berkelas, "
917,"kamar luas , pelayanan ramah , sangat nyaman .",sangat nyaman,-,"([-1], [6, 7], ","(hotel, sangat nyaman, "
920,"enak siih tetapi kulkasnya mati , banyak nyamuk .",enak,-,"([-1], [0], ","(hotel, enak, "
920,"enak siih tetapi kulkasnya mati , banyak nyamuk .",banyak nyamuk,-,"([-1], [6, 7], ","(hotel, banyak nyamuk, "
921,"bagus , cuma diberi room lantai paling atas harus turun tangga karena tidak ada lifnya .",bagus,-,"([-1], [0], ","(hotel, bagus, "
929,nyaman bersih pelayanan oke .,nyaman,-,"([-1], [0], ","(hotel, nyaman, "
929,nyaman bersih pelayanan oke .,bersih,-,"([-1], [1], ","(hotel, bersih, "
934,"kamar nya bersih banget dan wangi , pelayan nya ramah , pokoknya memuaskan banget !",memuaskan banget,-,"([-1], [12, 13], ","(hotel, memuaskan banget, "
935,"kamar nyaman bersih , puas banget , harga pun bersahabat .",puas banget,-,"([-1], [4, 5], ","(hotel, puas banget, "
939,"tenang , nyaman , tetapi tv error .",tenang,-,"([-1], [0], ","(hotel, tenang, "
939,"tenang , nyaman , tetapi tv error .",nyaman,-,"([-1], [2], ","(hotel, nyaman, "
941,"cukup menyenangkan hanya pelayanan dari resepsiinis yang kurang oke , saya datang jam 1 sing diminta mnunggu dan meninggalkan nomor telepon agar saat room sudah siap saya akan di hubungi , kemudian saya keluar makan siang sehingga jam 2 sing lebih tidak ada kabar dari pihak hotel ternyata room sudah siap saat saya datang lagi .",cukup menyenangkan,-,"([-1], [0, 1], ","(hotel, cukup menyenangkan, "
945,"nyaman , pelayanannya bagus dan fast respons . dekat daerah kampus .",nyaman,-,"([-1], [0], ","(hotel, nyaman, "
948,kali ini dapat ruangan yang tidak sesuai gambar . sedikit kecewa .,sedikit kecewa,-,"([-1], [9, 10], ","(hotel, sedikit kecewa, "
949,kamar bersih . nyaman . tenang . pelayanan ramah . next time akan kembali lagi . rekomendedd . terimakasih airyrooms .,rekomendedd,-,"([-1], [16], ","(hotel, rekomendedd, "
962,sabun dan sampo yang seperti di gambar tidak tersedia . so far still good . recomended pokoknya .,recomended,-,"([-1], [15], ","(hotel, recomended, "
968,"kurang bersih , tanpa lobi , pelayanan tidak selalu standby .",kurang bersih,-,"([-1], [0, 1], ","(hotel, kurang bersih, "
972,"sangat menyenangkan , nyaman , homey , kamar rapi , parkir kondusif . kamar cukup untuk dua orang , tetapi terlalu kecil ketika harus bawa anak kecil lebih dari 1 .",sangat menyenangkan,-,"([-1], [0, 1], ","(hotel, sangat menyenangkan, "
972,"sangat menyenangkan , nyaman , homey , kamar rapi , parkir kondusif . kamar cukup untuk dua orang , tetapi terlalu kecil ketika harus bawa anak kecil lebih dari 1 .",nyaman,-,"([-1], [3], ","(hotel, nyaman, "
972,"sangat menyenangkan , nyaman , homey , kamar rapi , parkir kondusif . kamar cukup untuk dua orang , tetapi terlalu kecil ketika harus bawa anak kecil lebih dari 1 .",homey,-,"([-1], [5], ","(hotel, homey, "
974,suka banget tetapi sayang kemarin dapat kamar yang agak sedikit kurang bersih dan bau .,suka banget,-,"([-1], [0, 1], ","(hotel, suka banget, "
986,"tempat bersih , fasilitas oke , pelayan oke , mengutamakan tamu yang ada . rekomeded pokoknya .",rekomeded,-,"([-1], [14], ","(hotel, rekomeded, "
989,wifi kencang dan nyaman kamarnya . recommended !,recommended,-,"([-1], [6], ","(hotel, recommended, "
1007,"cukup baik dengan harga murah , fasilitas oke cuma kamar mandi saja sedikit kotor .",cukup baik,-,"([-1], [0, 1], ","(hotel, cukup baik, "
1014,worth it dengan harga yang super murah .,worth,-,"([-1], [0], ","(hotel, worth, "
1015,"tv rusak , internit ada yang berlubang , dan bau apek .",bau apek,-,"([-1], [9, 10], ","(hotel, bau apek, "
1024,"rumah pribadi dijadikan tempat penginapan , sangat mengecewakan . gang sangat sempit .",sangat mengecewakan,-,"([-1], [6, 7], ","(hotel, sangat mengecewakan, "
1029,"good pelayanan , bersih , rapi , makanan enak .",bersih,-,"([-1], [3], ","(hotel, bersih, "
1029,"good pelayanan , bersih , rapi , makanan enak .",rapi,-,"([-1], [5], ","(hotel, rapi, "
1032,nyaman banget untuk rehat sebelum ke bandara kamar bersih cuma tidak ada air panas ada dapur nya juga love bangett murah lagii top banget .,nyaman banget,-,"([-1], [0, 1], ","(hotel, nyaman banget, "
1032,nyaman banget untuk rehat sebelum ke bandara kamar bersih cuma tidak ada air panas ada dapur nya juga love bangett murah lagii top banget .,love,-,"([-1], [18], ","(hotel, love, "
1032,nyaman banget untuk rehat sebelum ke bandara kamar bersih cuma tidak ada air panas ada dapur nya juga love bangett murah lagii top banget .,murah,-,"([-1], [20], ","(hotel, murah, "
1032,nyaman banget untuk rehat sebelum ke bandara kamar bersih cuma tidak ada air panas ada dapur nya juga love bangett murah lagii top banget .,top banget,-,"([-1], [22, 23], ","(hotel, top banget, "
1034,"ramah , makanan sederhana tetapi enak , bersih .",ramah,-,"([-1], [0], ","(hotel, ramah, "
1034,"ramah , makanan sederhana tetapi enak , bersih .",bersih,-,"([-1], [7], ","(hotel, bersih, "
1036,"nyaman banget dan bersih , free pula pengantaran kebandara pokoky good bgtz pelayanan .",nyaman banget,-,"([-1], [0, 1], ","(hotel, nyaman banget, "
1036,"nyaman banget dan bersih , free pula pengantaran kebandara pokoky good bgtz pelayanan .",bersih,-,"([-1], [3], ","(hotel, bersih, "
1037,"harga terjangkau , nyaman dan bersih , pelayanan oke .",nyaman,-,"([-1], [3], ","(hotel, nyaman, "
1037,"harga terjangkau , nyaman dan bersih , pelayanan oke .",bersih,-,"([-1], [5], ","(hotel, bersih, "
1038,pelayanan sangat baik dab memuaskan . sangat bersih dan nyaman .,sangat bersih,-,"([-1], [6, 7], ","(hotel, sangat bersih, "
1038,pelayanan sangat baik dab memuaskan . sangat bersih dan nyaman .,nyaman,-,"([-1], [9], ","(hotel, nyaman, "
1053,"good , tetapi gadapet fasilitas dari airy rooms seperti biasanya , huhu .",good,-,"([-1], [0], ","(hotel, good, "
1062,cukup puas dan hotelnya sangat bersih .,cukup puas,-,"([-1], [0, 1], ","(hotel, cukup puas, "
1064,"hari pertama tidur berisik banget . suara dari luar kedengaran jelas di dlam , suara tutup pintu , buka pintu , orang berjalan . hari keke tidak terlalu , jendela silau . kamar tidur yang saya tempati sebelumnya sudah pernah saya tempati dan kerusakan meja sebelah tempat tidur tetap saja dibiarkan rusak seperti itu , tidak ada perbaikan . kebersihan dan kerapian oke .",berisik banget,-,"([-1], [3, 4], ","(hotel, berisik banget, "
1086,"pas nyampe kamar handuk tidak ada , ini sudah ke 2x nya dikamar handuk tidak ada . wifi lambat parah , alas kaki tidak ada juga . sumpah ini hotel tidak ada prepare nya kali yah ? kecewa berat .",kecewa berat,-,"([-1], [37, 38], ","(hotel, kecewa berat, "
1087,"bagus , kamarnya bersih dan cukup nyaman . akses cukup dekat ke malioboro dan bandara .",bagus,-,"([-1], [0], ","(hotel, bagus, "
1091,"kamar hotel luas , no breakfast , no wifi , staf tidak ramah cenderung galak mungkin karena tamu sedikit dan gaji kecil , not recommeded , tidak bakal balik lagi , kamar mandi kecil dan dipisah dengan toilet . aneh .",not recommeded,-,"([-1], [23, 24], ","(hotel, not recommeded, "
1093,bagus . hanya saya untuk kedunginan ac perlu di perhatikan karena kemarin kurang dingin .,bagus,-,"([-1], [0], ","(hotel, bagus, "
1094,"penginapan sekaligus kostkostan , lumayan kalau hanya untuk beristirahat . kamar luas .",lumayan,-,"([-1], [4], ","(hotel, lumayan, "
1095,"kamar mandi nya kurang bagus , air nya kecil . wifi tidak ada , banyak tikus .",banyak tikus,-,"([-1], [14, 15], ","(hotel, banyak tikus, "
1096,recommended sih . dengan harga dan fasilitas nya . cuma kyaknya selimut nya tidak diganti . baunya tidak fresh seperti hbs dipakai . karena saya menginap ketika hari minggu . dan sabtu kamar full .,recommended,-,"([-1], [0], ","(hotel, recommended, "
1104,"bangunan tua , pelayanan kurang baik , mengecewakan .",mengecewakan,-,"([-1], [7], ","(hotel, mengecewakan, "
1108,"bersih rapi pelayana ramah , parkir mudah .",bersih,-,"([-1], [0], ","(hotel, bersih, "
1108,"bersih rapi pelayana ramah , parkir mudah .",rapi,-,"([-1], [1], ","(hotel, rapi, "
1109,"so far sebenarnya nyaman , pelayanan bagus , tetapi kok sarung bantal sama selimutnya seperti tidak dicuci : ( .",nyaman,-,"([-1], [3], ","(hotel, nyaman, "
1114,"kamar bagus , tetapi cs tidak 24 . no hp yang terdftr juga ssh di hubung menginap nya nyaman saja .",nyaman,-,"([-1], [18], ","(hotel, nyaman, "
1117,tempatnya nyaman dan bersih ditambah suasanya menyenangkan . recomandat lah . terimakasih .,recomandat,-,"([-1], [8], ","(hotel, recomandat, "
1124,pelayannya ramah . menu lumayan . iya buat transit atau cuma buat istirahat cukup nyaman .,cukup nyaman,-,"([-1], [13, 14], ","(hotel, cukup nyaman, "
1129,"nyaman banget , kerasan deh pokoknya . suasananya tenang tetapi tetap terasa ada manusianya . he .",nyaman banget,-,"([-1], [0, 1], ","(hotel, nyaman banget, "
1130,"ramah , sopan , respons cepat dan dekat dari tempat acara . terima kasih airy .",ramah,-,"([-1], [0], ","(hotel, ramah, "
1130,"ramah , sopan , respons cepat dan dekat dari tempat acara . terima kasih airy .",sopan,-,"([-1], [2], ","(hotel, sopan, "
1137,"kamar luas dan bersih , nyaman rekomen untuk stay for business or playsure .",rekomen,-,"([-1], [6], ","(hotel, rekomen, "
1147,"kamarnya nyaman . ac dingin kamar mandi shower ada air panasnya , bersih , tv lcd , ada snack box nya juga . hanya saja bawah tempat tidur tidak ikut di sapu jadi ada debu nya . tetapi overall puas dan nyaman , staf ramah banget .",bersih,-,"([-1], [12], ","(hotel, bersih, "
1149,"lokasi strategis , dekat dengan laundry , indomaret , tempat makan , pelayanan ramah , cctv , rental motor dan mobil , kamar bersih dan cukup luas , ada air panas , ac , tv , wifi . kekurangannya hanya wifi di kamar kurang kencang , jadi harus buka pintu atau duduk di depan kamar , dan tidak ada keset di depan wc .",cukup luas,-,"([-1], [25, 26], ","(hotel, cukup luas, "
1151,"nyaman , tempat nya bersih , pegawai nya ramahramah . insyaallah saya akan datang kembali , sukses selalu , .",nyaman,-,"([-1], [0], ","(hotel, nyaman, "
1159,"sangat bagus , tetapi airnya bau .",sangat bagus,-,"([-1], [0, 1], ","(hotel, sangat bagus, "
1160,"bersih dan nyaman , servis bagus . tetapi internet lambat .",bersih,-,"([-1], [0], ","(hotel, bersih, "
1160,"bersih dan nyaman , servis bagus . tetapi internet lambat .",nyaman,-,"([-1], [2], ","(hotel, nyaman, "
1161,bagus . suka tempat ini .,bagus,-,"([-1], [0], ","(hotel, bagus, "
1169,"nyaman , aman , proses check in check out cepat .",nyaman,-,"([-1], [0], ","(hotel, nyaman, "
1169,"nyaman , aman , proses check in check out cepat .",aman,-,"([-1], [2], ","(hotel, aman, "
1172,suka banget sama kamarnya bersih banget air snack lengkap tetapi sayang tv tidak satelit tetapi gpp all good .,all,-,"([-1], [16], ","(hotel, all, "
1172,suka banget sama kamarnya bersih banget air snack lengkap tetapi sayang tv tidak satelit tetapi gpp all good .,good,-,"([-1], [17], ","(hotel, good, "
1177,lumayan bagus . disarankan untuk mengganti spring bednya karena sudah lembek .,lumayan bagus,-,"([-1], [0, 1], ","(hotel, lumayan bagus, "
1183,"murmer , agak kotor , pelayannya ramah , kelengkapan kurang sesuai , showernya brekelwe .",murmer,-,"([-1], [0], ","(hotel, murmer, "
1183,"murmer , agak kotor , pelayannya ramah , kelengkapan kurang sesuai , showernya brekelwe .",agak kotor,-,"([-1], [2, 3], ","(hotel, agak kotor, "
1185,"kamar bersih , chanel tv sedikit . lumayan lah .",lumayan,-,"([-1], [7], ","(hotel, lumayan, "
1190,bersih . nyaman . kamarnya tidak terlalu besar .,bersih,-,"([-1], [0], ","(hotel, bersih, "
1190,bersih . nyaman . kamarnya tidak terlalu besar .,nyaman,-,"([-1], [2], ","(hotel, nyaman, "
1193,"ramah , bersih , lokasi sangat strategis dekat dengan jatim parkpark , bns dan museum angkut . sayang wifinya kurang cepat .",ramah,-,"([-1], [0], ","(hotel, ramah, "
1193,"ramah , bersih , lokasi sangat strategis dekat dengan jatim parkpark , bns dan museum angkut . sayang wifinya kurang cepat .",bersih,-,"([-1], [2], ","(hotel, bersih, "
1194,nyaman tetapi ac bocor .,nyaman,-,"([-1], [0], ","(hotel, nyaman, "
1197,"bagus , parkiran luas , tengah kota .",bagus,-,"([-1], [0], ","(hotel, bagus, "
1198,"hotelnya nyaman bersih , tetapi sayang nya tidak dapat sarapan pagi . dan berisik karena dekat rel kereta api .",berisik,-,"([-1], [13], ","(hotel, berisik, "
1202,"cukup memuaskan , harga terjangkau dapat snack sama mnum lagi free .",cukup memuaskan,-,"([-1], [0, 1], ","(hotel, cukup memuaskan, "
1206,baik . air panas tidak nyala . sisanya bagus .,baik,-,"([-1], [0], ","(hotel, baik, "
1208,"bagus , cuma kamar sempit jadi kaki sering kesandung .",bagus,-,"([-1], [0], ","(hotel, bagus, "
1221,sepi tenang kamar bersih makanan wow banget .,sepi,-,"([-1], [0], ","(hotel, sepi, "
1221,sepi tenang kamar bersih makanan wow banget .,tenang,-,"([-1], [1], ","(hotel, tenang, "
1235,baru ini kecewa sama airy rooma . lokasi susah dicari . tempat tidak sesuai dengan alamat yang tertera . tidak ada penanda tempat seperti airy rooms yang lain . tidak ada snack maupun minuman seperti airy rooms yang pernah saya tempati .,kecewa,-,"([-1], [2], ","(hotel, kecewa, "
1238,"cukup nyaman , tetapi di lantai tiga tidak ada wifi . wifinya tidak menjangkau kamar .",cukup nyaman,-,"([-1], [0, 1], ","(hotel, cukup nyaman, "
1247,"nyaman , pelayanan ramah , bersih .",nyaman,-,"([-1], [0], ","(hotel, nyaman, "
1247,"nyaman , pelayanan ramah , bersih .",bersih,-,"([-1], [5], ","(hotel, bersih, "
1259,nyaman . bersih . lokasi terjangkau .,nyaman,-,"([-1], [0], ","(hotel, nyaman, "
1259,nyaman . bersih . lokasi terjangkau .,bersih,-,"([-1], [2], ","(hotel, bersih, "
1260,"kebersihannya tolong di tingkatkan , ada kecoak mati di depan kamar mandi .",ada kecoak,-,"([-1], [5, 6], ","(hotel, ada kecoak, "
1262,"rapi , bagus , bersih , nyaman dan lokasi strategis .",rapi,-,"([-1], [0], ","(hotel, rapi, "
1262,"rapi , bagus , bersih , nyaman dan lokasi strategis .",bagus,-,"([-1], [2], ","(hotel, bagus, "
1262,"rapi , bagus , bersih , nyaman dan lokasi strategis .",bersih,-,"([-1], [4], ","(hotel, bersih, "
1262,"rapi , bagus , bersih , nyaman dan lokasi strategis .",nyaman,-,"([-1], [6], ","(hotel, nyaman, "
1267,bersih . nyaman meskipun lokasi agak susah dicari .,bersih,-,"([-1], [0], ","(hotel, bersih, "
